Month;FRA District;FRA Safety Management Team;Holding Company;Parent Railroad;Railroad;Railroad Class;Year;Calendar Year;Fiscal Year;Railroad Concat;Railroadcode;Railroadname;Reporting Parent Railroad Code;Reporting Parent Railroad Name;reporting_railroad_class;Employee Hours Worked;Number of Passengers Transported;Passenger Miles;Reports;Total Train Miles;Yard Switching Miles
May;1;SMT-2 - Short Line East;NBM Railways;Maine Northern Railway Company [MNR];Maine Northern Railway Company [MNR];Class III;2025;2025;2025;Maine Northern Railway Company [MNR];MNR;Maine Northern Railway Company;MNR;Maine Northern Railway Company;Class III;6 919;;0;1;9 452;
May;1;SMT-2 - Short Line East;NBM Railways;EASTERN MAINE RAILROAD COMPANY [EMRY];EASTERN MAINE RAILROAD COMPANY [EMRY];Class III;2025;2025;2025;EASTERN MAINE RAILROAD COMPANY [EMRY];EMRY;EASTERN MAINE RAILROAD COMPANY;EMRY;EASTERN MAINE RAILROAD COMPANY;Class III;5 260;;0;1;9 772;
May;1;SMT-2 - Short Line East;Not Assigned;CUMBERLAND & KNOX RAILROAD LLC [CKRR];CUMBERLAND & KNOX RAILROAD LLC [CKRR];Class III;2025;2025;2025;CUMBERLAND & KNOX RAILROAD LLC [CKRR];CKRR;CUMBERLAND & KNOX RAILROAD LLC;CKRR;CUMBERLAND & KNOX RAILROAD LLC;Class III;16;;0;1;56;
May;1;SMT-2 - Short Line East;Not Assigned;MASSACHUSETTS COASTAL RAILROAD, LLC [MCRL];MASSACHUSETTS COASTAL RAILROAD, LLC [MCRL];Class III;2025;2025;2025;MASSACHUSETTS COASTAL RAILROAD, LLC [MCRL];MCRL;MASSACHUSETTS COASTAL RAILROAD, LLC;MCRL;MASSACHUSETTS COASTAL RAILROAD, LLC;Class III;8 954;1 199;59000;1;2 603;330
May;1;SMT-2 - Short Line East;Not Assigned;MASSACHUSETTS CENTRAL RAILROAD CORPORATION [MCER];MASSACHUSETTS CENTRAL RAILROAD CORPORATION [MCER];Class III;2025;2025;2025;MASSACHUSETTS CENTRAL RAILROAD CORPORATION [MCER];MCER;MASSACHUSETTS CENTRAL RAILROAD CORPORATION;MCER;MASSACHUSETTS CENTRAL RAILROAD CORPORATION;Class III;2 618;;0;1;864;
May;1;SMT-2 - Short Line East;Not Assigned;Fore River Transportation Corporation [FRVT];Fore River Transportation Corporation [FRVT];Class III;2025;2025;2025;Fore River Transportation Corporation [FRVT];FRVT;Fore River Transportation Corporation;FRVT;Fore River Transportation Corporation;Class III;977;;0;1;639;504
May;1;SMT-2 - Short Line East;Not Assigned;East Brookfield & Spencer Railroad LLC [EBSR];East Brookfield & Spencer Railroad LLC [EBSR];Class III;2025;2025;2025;East Brookfield & Spencer Railroad LLC [EBSR];EBSR;East Brookfield & Spencer Railroad LLC;EBSR;East Brookfield & Spencer Railroad LLC;Class III;2 063;;0;1;516;516
May;1;SMT-2 - Short Line East;Not Assigned;GRAFTON & UPTON RAILROAD COMPANY [GU];GRAFTON & UPTON RAILROAD COMPANY [GU];Class III;2025;2025;2025;GRAFTON & UPTON RAILROAD COMPANY [GU];GU;GRAFTON & UPTON RAILROAD COMPANY;GU;GRAFTON & UPTON RAILROAD COMPANY;Class III;548;;0;1;712;135
May;1;SMT-2 - Short Line East;Not Assigned;New Hampshire North Coast Railroad [NHN];New Hampshire North Coast Railroad [NHN];Class III;2025;2025;2025;New Hampshire North Coast Railroad [NHN];NHN;New Hampshire North Coast Railroad;NHN;New Hampshire North Coast Railroad;Class III;442;;0;1;962;
May;1;SMT-2 - Short Line East;Not Assigned;Milford-Bennington Railroad Company [MBRX];Milford-Bennington Railroad Company [MBRX];Class III;2025;2025;2025;Milford-Bennington Railroad Company [MBRX];MBRX;Milford-Bennington Railroad Company;MBRX;Milford-Bennington Railroad Company;Class III;133;;0;1;60;
May;1;SMT-2 - Short Line East;Not Assigned;Consolidated Rail Corporation [CRSH];Consolidated Rail Corporation [CRSH];Class III;2025;2025;2025;Consolidated Rail Corporation [CRSH];CRSH;Consolidated Rail Corporation;CRSH;Consolidated Rail Corporation;Class III;153 444;;0;1;234 910;129 578
May;1;SMT-2 - Short Line East;Not Assigned;Hainesport Secondary, LLC [HSR];Hainesport Secondary, LLC [HSR];Class III;2025;2025;2025;Hainesport Secondary, LLC [HSR];HSR;Hainesport Secondary, LLC;HSR;Hainesport Secondary, LLC;Class III;336;;0;1;3;1
May;1;SMT-2 - Short Line East;Not Assigned;Cape May Seashore Lines, Inc. [CMSX];Cape May Seashore Lines, Inc. [CMSX];Class III;2025;2025;2025;Cape May Seashore Lines, Inc. [CMSX];CMSX;Cape May Seashore Lines, Inc.;CMSX;Cape May Seashore Lines, Inc.;Class III;117;;0;1;183;27
May;1;SMT-2 - Short Line East;Not Assigned;SMS Rail Lines of New York, LLC [SNY];SMS Rail Lines of New York, LLC [SNY];Class III;2025;2025;2025;SMS Rail Lines of New York, LLC [SNY];SNY;SMS Rail Lines of New York, LLC;SNY;SMS Rail Lines of New York, LLC;Class III;1 828;;0;1;274;154
May;1;SMT-2 - Short Line East;Not Assigned;SMS Rail Service, Inc. [SLRS];SMS Rail Service, Inc. [SLRS];Class III;2025;2025;2025;SMS Rail Service, Inc. [SLRS];SLRS;SMS Rail Service, Inc.;SLRS;SMS Rail Service, Inc.;Class III;15 946;1 076;21804;1;965;524
May;1;SMT-2 - Short Line East;Not Assigned;East Jersey Railroad & Terminal Company [EJR];East Jersey Railroad & Terminal Company [EJR];Class III;2025;2025;2025;East Jersey Railroad & Terminal Company [EJR];EJR;East Jersey Railroad & Terminal Company;EJR;East Jersey Railroad & Terminal Company;Class III;2 124;;0;1;84;84
May;1;SMT-2 - Short Line East;Not Assigned;New York New Jersey Rail LLC [NYNJ];New York New Jersey Rail LLC [NYNJ];Class III;2025;2025;2025;New York New Jersey Rail LLC [NYNJ];NYNJ;New York New Jersey Rail LLC;NYNJ;New York New Jersey Rail LLC;Class III;1 952;;0;1;1 453;1 453
May;1;SMT-2 - Short Line East;Not Assigned;Raritan Central Railway LLC [RCRY];Raritan Central Railway LLC [RCRY];Class III;2025;2025;2025;Raritan Central Railway LLC [RCRY];RCRY;Raritan Central Railway LLC;RCRY;Raritan Central Railway LLC;Class III;1 928;;0;1;588;588
May;1;SMT-2 - Short Line East;Not Assigned;MORRISTOWN & ERIE RAILWAY, INC. [ME];MORRISTOWN & ERIE RAILWAY, INC. [ME];Class III;2025;2025;2025;MORRISTOWN & ERIE RAILWAY, INC. [ME];ME;MORRISTOWN & ERIE RAILWAY, INC.;ME;MORRISTOWN & ERIE RAILWAY, INC.;Class III;2 057;462;3692;1;275;
May;1;SMT-2 - Short Line East;Not Assigned;Albany Port Railroad [APRR];Albany Port Railroad [APRR];Class III;2025;2025;2025;Albany Port Railroad [APRR];APRR;Albany Port Railroad;APRR;Albany Port Railroad;Class III;644;;0;1;242;242
May;1;SMT-2 - Short Line East;Not Assigned;New York & Lake Erie [NYLE];New York & Lake Erie [NYLE];Class III;2025;2025;2025;New York & Lake Erie [NYLE];NYLE;New York & Lake Erie;NYLE;New York & Lake Erie;Class III;596;286;7436;1;180;
May;1;SMT-2 - Short Line East;Not Assigned;Oil Creek & Titusville Lines [OCTL];Oil Creek & Titusville Lines [OCTL];Class III;2025;2025;2025;Oil Creek & Titusville Lines [OCTL];OCTL;Oil Creek & Titusville Lines;OCTL;Oil Creek & Titusville Lines;Class III;765;1 626;45528;1;518;
May;1;SMT-2 - Short Line East;Not Assigned;BUFFALO SOUTHERN RAILROAD, INC. [BSOR];BUFFALO SOUTHERN RAILROAD, INC. [BSOR];Class III;2025;2025;2025;BUFFALO SOUTHERN RAILROAD, INC. [BSOR];BSOR;BUFFALO SOUTHERN RAILROAD, INC.;BSOR;BUFFALO SOUTHERN RAILROAD, INC.;Class III;716;;0;1;312;
May;1;SMT-2 - Short Line East;Not Assigned;Ontario Midland Railroad Corporation [OMID];Ontario Midland Railroad Corporation [OMID];Class III;2025;2025;2025;Ontario Midland Railroad Corporation [OMID];OMID;Ontario Midland Railroad Corporation;OMID;Ontario Midland Railroad Corporation;Class III;323;;0;1;580;24
May;1;SMT-2 - Short Line East;Not Assigned;Somerset Railroad Company [SOM];Somerset Railroad Company [SOM];Class III;2025;2025;2025;Somerset Railroad Company [SOM];SOM;Somerset Railroad Company;SOM;Somerset Railroad Company;Class III;;;0;1;;
May;1;SMT-2 - Short Line East;Not Assigned;Finger Lakes Railway Corporation [FGLK];Finger Lakes Railway Corporation [FGLK];Class III;2025;2025;2025;Finger Lakes Railway Corporation [FGLK];FGLK;Finger Lakes Railway Corporation;FGLK;Finger Lakes Railway Corporation;Class III;9 380;;0;1;4 805;827
May;1;SMT-2 - Short Line East;Not Assigned;New York, Susquehanna & Western Railroad Company [NYSW];Central New York Railroad Corporation [CNYK];Class III;2025;2025;2025;Central New York Railroad Corporation [CNYK];CNYK;Central New York Railroad Corporation;NYSW;New York, Susquehanna & Western Railroad Company;Class III;;;0;1;;
May;1;SMT-2 - Short Line East;Not Assigned;New York, Susquehanna & Western Railroad Company [NYSW];New York, Susquehanna & Western Railroad Company [NYSW];Class III;2025;2025;2025;New York, Susquehanna & Western Railroad Company [NYSW];NYSW;New York, Susquehanna & Western Railroad Company;NYSW;New York, Susquehanna & Western Railroad Company;Class III;17 222;;0;1;10 775;1 306
May;1;SMT-2 - Short Line East;Not Assigned;SYRACUSE BINGHAMPTON AND NEW YORK RAILROAD [SBNX];SYRACUSE BINGHAMPTON AND NEW YORK RAILROAD [SBNX];Class III;2025;2025;2025;SYRACUSE BINGHAMPTON AND NEW YORK RAILROAD [SBNX];SBNX;SYRACUSE BINGHAMPTON AND NEW YORK RAILROAD;SBNX;SYRACUSE BINGHAMPTON AND NEW YORK RAILROAD;Class III;;;0;1;;
May;1;SMT-2 - Short Line East;Not Assigned;PORT LIBERTY CONTAINER TERMINAL EXPRESS RAIL [PLCT];PORT LIBERTY CONTAINER TERMINAL EXPRESS RAIL [PLCT];Class III;2025;2025;2025;PORT LIBERTY CONTAINER TERMINAL EXPRESS RAIL [PLCT];PLCT;PORT LIBERTY CONTAINER TERMINAL EXPRESS RAIL;PLCT;PORT LIBERTY CONTAINER TERMINAL EXPRESS RAIL;Class III;480;;0;1;50;50
May;1;SMT-2 - Short Line East;Not Assigned;Brookhaven Rail, LLC [BHR];Brookhaven Rail, LLC [BHR];Class III;2025;2025;2025;Brookhaven Rail, LLC [BHR];BHR;Brookhaven Rail, LLC;BHR;Brookhaven Rail, LLC;Class III;364;;0;1;32;
May;1;SMT-2 - Short Line East;Not Assigned;Rail Explorers [REXP];Rail Explorers [REXP];Class III;2025;2025;2025;Rail Explorers [REXP];REXP;Rail Explorers;REXP;Rail Explorers;Class III;2 062;2 947;22304;1;645;1
May;1;SMT-2 - Short Line East;Not Assigned;Batten Kill Railroad [BKRR];Batten Kill Railroad [BKRR];Class III;2025;2025;2025;Batten Kill Railroad [BKRR];BKRR;Batten Kill Railroad;BKRR;Batten Kill Railroad;Class III;600;;0;1;241;5
May;1;SMT-2 - Short Line East;Not Assigned;Arcade & Attica Railroad Corporation [ARA];Arcade & Attica Railroad Corporation [ARA];Class III;2025;2025;2025;Arcade & Attica Railroad Corporation [ARA];ARA;Arcade & Attica Railroad Corporation;ARA;Arcade & Attica Railroad Corporation;Class III;979;831;11634;1;382;
May;1;SMT-2 - Short Line East;Not Assigned;Seaview Transportation Co., Inc. [SVTX];Seaview Transportation Co., Inc. [SVTX];Class III;2025;2025;2025;Seaview Transportation Co., Inc. [SVTX];SVTX;Seaview Transportation Co., Inc.;SVTX;Seaview Transportation Co., Inc.;Class III;640;;0;1;392;392
May;1;SMT-2 - Short Line East;Not Assigned;NEW ENGLAND SOUTHERN RAILROAD COMPANY, INC. [NEGS];NEW ENGLAND SOUTHERN RAILROAD COMPANY, INC. [NEGS];Class III;2025;2025;2025;NEW ENGLAND SOUTHERN RAILROAD COMPANY, INC. [NEGS];NEGS;NEW ENGLAND SOUTHERN RAILROAD COMPANY, INC.;NEGS;NEW ENGLAND SOUTHERN RAILROAD COMPANY, INC.;Class III;;;0;1;74;8
May;1;SMT-2 - Short Line East;Not Assigned;NEW HAMPSHIRE CENTRAL RAILROAD, INC. [NHCR];NEW HAMPSHIRE CENTRAL RAILROAD, INC. [NHCR];Class III;2025;2025;2025;NEW HAMPSHIRE CENTRAL RAILROAD, INC. [NHCR];NHCR;NEW HAMPSHIRE CENTRAL RAILROAD, INC.;NHCR;NEW HAMPSHIRE CENTRAL RAILROAD, INC.;Class III;;;0;1;58;14
May;1;SMT-2 - Short Line East;Pinsly;PIONEER VALLEY RAILROAD COMPANY, INC. [PVRR];PIONEER VALLEY RAILROAD COMPANY, INC. [PVRR];Class III;2025;2025;2025;PIONEER VALLEY RAILROAD COMPANY, INC. [PVRR];PVRR;PIONEER VALLEY RAILROAD COMPANY, INC.;PVRR;PIONEER VALLEY RAILROAD COMPANY, INC.;Class III;3 767;;0;1;6 909;6 909
May;1;SMT-2 - Short Line East;Regional Rail LLC;Middletown & New Jersey Railroad LLC [MNJ];Middletown & New Jersey Railroad LLC [MNJ];Class III;2025;2025;2025;Middletown & New Jersey Railroad LLC [MNJ];MNJ;Middletown & New Jersey Railroad LLC;MNJ;Middletown & New Jersey Railroad LLC;Class III;1 730;;0;1;1 001;
May;1;SMT-2 - Short Line East;Revolution Rail Co;Saratoga & North Creek Railway [SNC];Saratoga & North Creek Railway [SNC];Class III;2025;2025;2025;Saratoga & North Creek Railway [SNC];SNC;Saratoga & North Creek Railway;SNC;Saratoga & North Creek Railway;Class III;;;0;1;;
May;1;SMT-2 - Short Line East;Vermont Rail Systems;Clarendon & Pittsford Railroad Company [CLP];Clarendon & Pittsford Railroad Company [CLP];Class III;2025;2025;2025;Clarendon & Pittsford Railroad Company [CLP];CLP;Clarendon & Pittsford Railroad Company;CLP;Clarendon & Pittsford Railroad Company;Class III;2 706;;0;1;3 166;1 183
May;1;SMT-2 - Short Line East;Vermont Rail Systems;New York & Ogdensburg Railway Company Inc. [NYOG];New York & Ogdensburg Railway Company Inc. [NYOG];Class III;2025;2025;2025;New York & Ogdensburg Railway Company Inc. [NYOG];NYOG;New York & Ogdensburg Railway Company Inc.;NYOG;New York & Ogdensburg Railway Company Inc.;Class III;1 217;;0;1;870;
May;1;SMT-2 - Short Line East;Vermont Rail Systems;VERMONT RAILWAY, INC. [VTR];VERMONT RAILWAY, INC. [VTR];Class III;2025;2025;2025;VERMONT RAILWAY, INC. [VTR];VTR;VERMONT RAILWAY, INC.;VTR;VERMONT RAILWAY, INC.;Class III;24 049;;0;1;7 239;2 111
May;1;SMT-2 - Short Line East;Vermont Rail Systems;WASHINGTON COUNTY RAILROAD CORPORATION [WACR];WASHINGTON COUNTY RAILROAD CORPORATION [WACR];Class III;2025;2025;2025;WASHINGTON COUNTY RAILROAD CORPORATION [WACR];WACR;WASHINGTON COUNTY RAILROAD CORPORATION;WACR;WASHINGTON COUNTY RAILROAD CORPORATION;Class III;5 254;;0;1;3 916;517
Jun;1;SMT-2 - Short Line East;Avon and Lakeville Railroad Co;B&H Rail Corp [BHX];B&H Rail Corp [BHX];Class III;2025;2025;2025;B&H Rail Corp [BHX];BHX;B&H Rail Corp;BHX;B&H Rail Corp;Class III;684;;0;1;840;290
Jun;1;SMT-2 - Short Line East;Avon and Lakeville Railroad Co;Livonia, Avon & Lakeville Railroad Corporation [LAL];Livonia, Avon & Lakeville Railroad Corporation [LAL];Class III;2025;2025;2025;Livonia, Avon & Lakeville Railroad Corporation [LAL];LAL;Livonia, Avon & Lakeville Railroad Corporation;LAL;Livonia, Avon & Lakeville Railroad Corporation;Class III;3 788;;0;1;943;250
Jun;1;SMT-2 - Short Line East;Avon and Lakeville Railroad Co;Western New York & Pennsylvania Railroad LLC [WNYP];Western New York & Pennsylvania Railroad LLC [WNYP];Class III;2025;2025;2025;Western New York & Pennsylvania Railroad LLC [WNYP];WNYP;Western New York & Pennsylvania Railroad LLC;WNYP;Western New York & Pennsylvania Railroad LLC;Class III;4 202;;0;1;5 398;1 134
Jun;1;SMT-2 - Short Line East;Chesapeake & Delaware Railroads;Dover and Rockaway River Railroad [DRRV];Dover and Rockaway River Railroad [DRRV];Class III;2025;2025;2025;Dover and Rockaway River Railroad [DRRV];DRRV;Dover and Rockaway River Railroad;DRRV;Dover and Rockaway River Railroad;Class III;204;;0;1;176;18
Jun;1;SMT-2 - Short Line East;Chesapeake & Delaware Railroads;Dover and Delware River Railroad, LLC [DD];Dover and Delware River Railroad, LLC [DD];Class III;2025;2025;2025;Dover and Delware River Railroad, LLC [DD];DD;Dover and Delware River Railroad, LLC;DD;Dover and Delware River Railroad, LLC;Class III;373;;0;1;440;44
Jun;1;SMT-2 - Short Line East;NBM Railways;Maine Northern Railway Company [MNR];Maine Northern Railway Company [MNR];Class III;2025;2025;2025;Maine Northern Railway Company [MNR];MNR;Maine Northern Railway Company;MNR;Maine Northern Railway Company;Class III;6 646;;0;1;9 353;
Jun;1;SMT-2 - Short Line East;NBM Railways;EASTERN MAINE RAILROAD COMPANY [EMRY];EASTERN MAINE RAILROAD COMPANY [EMRY];Class III;2025;2025;2025;EASTERN MAINE RAILROAD COMPANY [EMRY];EMRY;EASTERN MAINE RAILROAD COMPANY;EMRY;EASTERN MAINE RAILROAD COMPANY;Class III;4 848;;0;1;8 371;
Jun;1;SMT-2 - Short Line East;Not Assigned;CUMBERLAND & KNOX RAILROAD LLC [CKRR];CUMBERLAND & KNOX RAILROAD LLC [CKRR];Class III;2025;2025;2025;CUMBERLAND & KNOX RAILROAD LLC [CKRR];CKRR;CUMBERLAND & KNOX RAILROAD LLC;CKRR;CUMBERLAND & KNOX RAILROAD LLC;Class III;24;;0;1;56;
Jun;1;SMT-2 - Short Line East;Not Assigned;MASSACHUSETTS COASTAL RAILROAD, LLC [MCRL];MASSACHUSETTS COASTAL RAILROAD, LLC [MCRL];Class III;2025;2025;2025;MASSACHUSETTS COASTAL RAILROAD, LLC [MCRL];MCRL;MASSACHUSETTS COASTAL RAILROAD, LLC;MCRL;MASSACHUSETTS COASTAL RAILROAD, LLC;Class III;10 538;4 304;212784;1;3 157;334
Jun;1;SMT-2 - Short Line East;Not Assigned;MASSACHUSETTS CENTRAL RAILROAD CORPORATION [MCER];MASSACHUSETTS CENTRAL RAILROAD CORPORATION [MCER];Class III;2025;2025;2025;MASSACHUSETTS CENTRAL RAILROAD CORPORATION [MCER];MCER;MASSACHUSETTS CENTRAL RAILROAD CORPORATION;MCER;MASSACHUSETTS CENTRAL RAILROAD CORPORATION;Class III;2 204;;0;1;800;
Jun;1;SMT-2 - Short Line East;Not Assigned;Fore River Transportation Corporation [FRVT];Fore River Transportation Corporation [FRVT];Class III;2025;2025;2025;Fore River Transportation Corporation [FRVT];FRVT;Fore River Transportation Corporation;FRVT;Fore River Transportation Corporation;Class III;877;;0;1;573;430
Jun;1;SMT-2 - Short Line East;Not Assigned;East Brookfield & Spencer Railroad LLC [EBSR];East Brookfield & Spencer Railroad LLC [EBSR];Class III;2025;2025;2025;East Brookfield & Spencer Railroad LLC [EBSR];EBSR;East Brookfield & Spencer Railroad LLC;EBSR;East Brookfield & Spencer Railroad LLC;Class III;2 868;;0;1;717;717
Jun;1;SMT-2 - Short Line East;Not Assigned;GRAFTON & UPTON RAILROAD COMPANY [GU];GRAFTON & UPTON RAILROAD COMPANY [GU];Class III;2025;2025;2025;GRAFTON & UPTON RAILROAD COMPANY [GU];GU;GRAFTON & UPTON RAILROAD COMPANY;GU;GRAFTON & UPTON RAILROAD COMPANY;Class III;569;;0;1;702;133
Jun;1;SMT-2 - Short Line East;Not Assigned;New Hampshire North Coast Railroad [NHN];New Hampshire North Coast Railroad [NHN];Class III;2025;2025;2025;New Hampshire North Coast Railroad [NHN];NHN;New Hampshire North Coast Railroad;NHN;New Hampshire North Coast Railroad;Class III;380;;0;1;834;
Jun;1;SMT-2 - Short Line East;Not Assigned;Milford-Bennington Railroad Company [MBRX];Milford-Bennington Railroad Company [MBRX];Class III;2025;2025;2025;Milford-Bennington Railroad Company [MBRX];MBRX;Milford-Bennington Railroad Company;MBRX;Milford-Bennington Railroad Company;Class III;262;;0;1;250;
Jun;1;SMT-2 - Short Line East;Not Assigned;Consolidated Rail Corporation [CRSH];Consolidated Rail Corporation [CRSH];Class III;2025;2025;2025;Consolidated Rail Corporation [CRSH];CRSH;Consolidated Rail Corporation;CRSH;Consolidated Rail Corporation;Class III;150 643;;0;1;231 841;128 022
Jun;1;SMT-2 - Short Line East;Not Assigned;Hainesport Secondary, LLC [HSR];Hainesport Secondary, LLC [HSR];Class III;2025;2025;2025;Hainesport Secondary, LLC [HSR];HSR;Hainesport Secondary, LLC;HSR;Hainesport Secondary, LLC;Class III;336;;0;1;3;1
Jun;1;SMT-2 - Short Line East;Not Assigned;Cape May Seashore Lines, Inc. [CMSX];Cape May Seashore Lines, Inc. [CMSX];Class III;2025;2025;2025;Cape May Seashore Lines, Inc. [CMSX];CMSX;Cape May Seashore Lines, Inc.;CMSX;Cape May Seashore Lines, Inc.;Class III;86;;0;1;150;24
Jul;6;SMT-6 - UP/KCS;Union Pacific Railroad Company;Union Pacific Railroad Company [UP];Union Pacific Railroad Company [UP];Class I;2025;2025;2025;Union Pacific Railroad Company [UP];UP;Union Pacific Railroad Company;UP;Union Pacific Railroad Company;Class I;4 964 543;;0;1;9 805 296;1 271 329
Aug;6;SMT-6 - UP/KCS;Union Pacific Railroad Company;Union Pacific Railroad Company [UP];Union Pacific Railroad Company [UP];Class I;2025;2025;2025;Union Pacific Railroad Company [UP];UP;Union Pacific Railroad Company;UP;Union Pacific Railroad Company;Class I;4 879 628;;0;1;9 843 864;1 254 531
Sep;6;SMT-6 - UP/KCS;Union Pacific Railroad Company;Union Pacific Railroad Company [UP];Union Pacific Railroad Company [UP];Class I;2025;2025;2025;Union Pacific Railroad Company [UP];UP;Union Pacific Railroad Company;UP;Union Pacific Railroad Company;Class I;4 676 297;;0;1;9 344 831;1 198 064
Oct;6;SMT-6 - UP/KCS;Union Pacific Railroad Company;Union Pacific Railroad Company [UP];Union Pacific Railroad Company [UP];Class I;2025;2025;2026;Union Pacific Railroad Company [UP];UP;Union Pacific Railroad Company;UP;Union Pacific Railroad Company;Class I;4 842 467;;0;1;9 717 594;1 237 085
Nov;6;SMT-6 - UP/KCS;Union Pacific Railroad Company;Union Pacific Railroad Company [UP];Union Pacific Railroad Company [UP];Class I;2025;2025;2026;Union Pacific Railroad Company [UP];UP;Union Pacific Railroad Company;UP;Union Pacific Railroad Company;Class I;4 381 607;;0;1;9 289 059;1 152 857
Jan;6;SMT-8 - Short Line West;Union Pacific Railroad Company;Union Pacific Railroad Company [UP];Alton & Southern Railway [ALS];Class I;2025;2025;2025;Alton & Southern Railway [ALS];ALS;Alton & Southern Railway;UP;Union Pacific Railroad Company;Class I;52 730;;0;1;60 707;60 707
Feb;6;SMT-8 - Short Line West;Union Pacific Railroad Company;Union Pacific Railroad Company [UP];Alton & Southern Railway [ALS];Class I;2025;2025;2025;Alton & Southern Railway [ALS];ALS;Alton & Southern Railway;UP;Union Pacific Railroad Company;Class I;49 370;;0;1;59 445;59 445
Mar;6;SMT-8 - Short Line West;Union Pacific Railroad Company;Union Pacific Railroad Company [UP];Alton & Southern Railway [ALS];Class I;2025;2025;2025;Alton & Southern Railway [ALS];ALS;Alton & Southern Railway;UP;Union Pacific Railroad Company;Class I;52 590;;0;1;66 999;66 999
