Month;FRA District;FRA Safety Management Team;Holding Company;Parent Railroad;Railroad;Railroad Class;Year;Calendar Year;Fiscal Year;Railroad Concat;Railroadcode;Railroadname;Reporting Parent Railroad Code;Reporting Parent Railroad Name;reporting_railroad_class;Employee Hours Worked;Number of Passengers Transported;Passenger Miles;Reports;Total Train Miles;Yard Switching Miles
Jan;8;SMT-8 - Short Line West;Not Assigned;Sisseton Milbank Railroad [SMRR];Sisseton Milbank Railroad [SMRR];Class III;2025;2025;2025;Sisseton Milbank Railroad [SMRR];SMRR;Sisseton Milbank Railroad;SMRR;Sisseton Milbank Railroad;Class III;118;;0;1;304;
Jan;8;SMT-8 - Short Line West;Not Assigned;D & I Railroad Company [DAIR];D & I Railroad Company [DAIR];Class III;2025;2025;2025;D & I Railroad Company [DAIR];DAIR;D & I Railroad Company;DAIR;D & I Railroad Company;Class III;1 557;;0;1;3 385;
Jan;8;SMT-8 - Short Line West;Not Assigned;Longview Switching [LS];Longview Switching [LS];Class III;2025;2025;2025;Longview Switching [LS];LS;Longview Switching;LS;Longview Switching;Class III;4 370;;0;1;8 706;8 706
Jan;8;SMT-8 - Short Line West;Not Assigned;Ballard Terminal Railroad Co LLC [BDTL];Ballard Terminal Railroad Co LLC [BDTL];Class III;2025;2025;2025;Ballard Terminal Railroad Co LLC [BDTL];BDTL;Ballard Terminal Railroad Co LLC;BDTL;Ballard Terminal Railroad Co LLC;Class III;136;;0;1;18;
Jan;8;SMT-8 - Short Line West;Not Assigned;PEND OREILLE VALLEY RAILROAD [POVA];PEND OREILLE VALLEY RAILROAD [POVA];Class III;2025;2025;2025;PEND OREILLE VALLEY RAILROAD [POVA];POVA;PEND OREILLE VALLEY RAILROAD;POVA;PEND OREILLE VALLEY RAILROAD;Class III;2 579;;0;1;780;
Jan;8;SMT-8 - Short Line West;Not Assigned;Meeker Southern Railroad [MSN];Meeker Southern Railroad [MSN];Class III;2025;2025;2025;Meeker Southern Railroad [MSN];MSN;Meeker Southern Railroad;MSN;Meeker Southern Railroad;Class III;318;;0;1;120;
Jan;8;SMT-8 - Short Line West;Not Assigned;Tacoma Municipal Belt Line Railway [TMBL];Tacoma Municipal Belt Line Railway [TMBL];Class III;2025;2025;2025;Tacoma Municipal Belt Line Railway [TMBL];TMBL;Tacoma Municipal Belt Line Railway;TMBL;Tacoma Municipal Belt Line Railway;Class III;15 932;;0;1;8 316;8 316
Jan;8;SMT-8 - Short Line West;Not Assigned;MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];Class III;2025;2025;2025;MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];MVT;MOUNT VERNON TERMINAL RAILWAY, INC.;MVT;MOUNT VERNON TERMINAL RAILWAY, INC.;Class III;10;;0;1;1;1
Jan;8;SMT-8 - Short Line West;Not Assigned;Spokane, Spangle and Palouse Railway [SSP];Spokane, Spangle and Palouse Railway [SSP];Class III;2025;2025;2025;Spokane, Spangle and Palouse Railway [SSP];SSP;Spokane, Spangle and Palouse Railway;SSP;Spokane, Spangle and Palouse Railway;Class III;1 261;;0;1;717;50
Jan;8;SMT-8 - Short Line West;Not Assigned;BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];Class III;2025;2025;2025;BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];BDW;BIGHORN DIVIDE & WYOMING RAILROAD, INC.;BDW;BIGHORN DIVIDE & WYOMING RAILROAD, INC.;Class III;2 839;;0;1;480;
Jan;8;SMT-8 - Short Line West;Omnitrax;Kettle Falls International Railway LLC [KFR];Kettle Falls International Railway LLC [KFR];Class III;2025;2025;2025;Kettle Falls International Railway LLC [KFR];KFR;Kettle Falls International Railway LLC;KFR;Kettle Falls International Railway LLC;Class III;606;;0;1;530;
Jan;8;SMT-8 - Short Line West;Progressive;Clackamas Valley Railway [CVLY];Clackamas Valley Railway [CVLY];Class III;2025;2025;2025;Clackamas Valley Railway [CVLY];CVLY;Clackamas Valley Railway;CVLY;Clackamas Valley Railway;Class III;259;;0;1;22;
Jan;8;SMT-8 - Short Line West;Progressive;Saint Paul & Pacific Northwest Railroad [STPP];Saint Paul & Pacific Northwest Railroad [STPP];Class III;2025;2025;2025;Saint Paul & Pacific Northwest Railroad [STPP];STPP;Saint Paul & Pacific Northwest Railroad;STPP;Saint Paul & Pacific Northwest Railroad;Class III;2 375;;0;1;3 991;
Feb;8;SMT-8 - Short Line West;Columbia Rail;RYAL, LLC [RYAL];RYAL, LLC [RYAL];Class III;2025;2025;2025;RYAL, LLC [RYAL];RYAL;RYAL, LLC;RYAL;RYAL, LLC;Class III;;;0;1;82;
Feb;8;SMT-8 - Short Line West;Columbia Rail;RAINIER RAIL LLC [RNIR];RAINIER RAIL LLC [RNIR];Class III;2025;2025;2025;RAINIER RAIL LLC [RNIR];RNIR;RAINIER RAIL LLC;RNIR;RAINIER RAIL LLC;Class III;1 644;;0;1;854;
Feb;8;SMT-8 - Short Line West;Columbia Rail;CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];Class III;2025;2025;2025;CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];CWW;CWW LLC d.b.a. Columbia Walla Walla Rwy;CWW;CWW LLC d.b.a. Columbia Walla Walla Rwy;Class III;3 517;;0;1;1 065;
Feb;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Oregon Eastern Railroad [OERR];Oregon Eastern Railroad [OERR];Class III;2025;2025;2025;Oregon Eastern Railroad [OERR];OERR;Oregon Eastern Railroad;OERR;Oregon Eastern Railroad;Class III;1 239;;0;1;1 121;1 121
Feb;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Washington Eastern Railroad [WER];Washington Eastern Railroad [WER];Class III;2025;2025;2025;Washington Eastern Railroad [WER];WER;Washington Eastern Railroad;WER;Washington Eastern Railroad;Class III;2 785;;0;1;1 839;327
Feb;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Central Washington Railroad Company [CWA];Central Washington Railroad Company [CWA];Class III;2025;2025;2025;Central Washington Railroad Company [CWA];CWA;Central Washington Railroad Company;CWA;Central Washington Railroad Company;Class III;1 431;;0;1;1 504;713
Feb;8;SMT-8 - Short Line West;Jaguar Transport, LLC;COLUMBIA BASIN RAILROAD, INC. [CBRW];COLUMBIA BASIN RAILROAD, INC. [CBRW];Class III;2025;2025;2025;COLUMBIA BASIN RAILROAD, INC. [CBRW];CBRW;COLUMBIA BASIN RAILROAD, INC.;CBRW;COLUMBIA BASIN RAILROAD, INC.;Class III;3 711;;0;1;2 587;
Feb;8;SMT-8 - Short Line West;Not Assigned;Central Montana Railroad [CM];Central Montana Railroad [CM];Class III;2025;2025;2025;Central Montana Railroad [CM];CM;Central Montana Railroad;CM;Central Montana Railroad;Class III;1 044;;0;1;407;
Feb;8;SMT-8 - Short Line West;Not Assigned;Global Rail Group, LLC [GRGL];Global Rail Group, LLC [GRGL];Class III;2025;2025;2025;Global Rail Group, LLC [GRGL];GRGL;Global Rail Group, LLC;GRGL;Global Rail Group, LLC;Class III;240;;0;1;1 102;
Feb;8;SMT-8 - Short Line West;Not Assigned;Port of Montana [POMT];Port of Montana [POMT];Class III;2025;2025;2025;Port of Montana [POMT];POMT;Port of Montana;POMT;Port of Montana;Class III;1 156;;0;1;19;19
Feb;8;SMT-8 - Short Line West;Not Assigned;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];Class III;2025;2025;2025;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];DMVW;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC.;DMVW;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC.;Class III;12 169;;0;1;4 969;237
Feb;8;SMT-8 - Short Line West;Not Assigned;Dakota Northern Railroad, Inc. [DN];Dakota Northern Railroad, Inc. [DN];Class III;2025;2025;2025;Dakota Northern Railroad, Inc. [DN];DN;Dakota Northern Railroad, Inc.;DN;Dakota Northern Railroad, Inc.;Class III;245;;0;1;300;
Feb;8;SMT-8 - Short Line West;Not Assigned;Northern Plains Railroad, Inc. [NPR];Northern Plains Railroad, Inc. [NPR];Class III;2025;2025;2025;Northern Plains Railroad, Inc. [NPR];NPR;Northern Plains Railroad, Inc.;NPR;Northern Plains Railroad, Inc.;Class III;20 797;;0;1;2 411;
Feb;8;SMT-8 - Short Line West;Not Assigned;Oregon Pacific Railroad Company [OPR];Oregon Pacific Railroad Company [OPR];Class III;2025;2025;2025;Oregon Pacific Railroad Company [OPR];OPR;Oregon Pacific Railroad Company;OPR;Oregon Pacific Railroad Company;Class III;480;;0;1;94;
Feb;8;SMT-8 - Short Line West;Not Assigned;Coos Bay Rail Line [CBR];Coos Bay Rail Line [CBR];Class III;2025;2025;2025;Coos Bay Rail Line [CBR];CBR;Coos Bay Rail Line;CBR;Coos Bay Rail Line;Class III;2 509;;0;1;2 490;190
Feb;8;SMT-8 - Short Line West;Not Assigned;City Of Prineville Railway [COP];City Of Prineville Railway [COP];Class III;2025;2025;2025;City Of Prineville Railway [COP];COP;City Of Prineville Railway;COP;City Of Prineville Railway;Class III;608;;0;1;234;9
Feb;8;SMT-8 - Short Line West;Not Assigned;Rogue Valley Terminal Railroad [RVT];Rogue Valley Terminal Railroad [RVT];Class III;2025;2025;2025;Rogue Valley Terminal Railroad [RVT];RVT;Rogue Valley Terminal Railroad;RVT;Rogue Valley Terminal Railroad;Class III;714;;0;1;108;108
Feb;8;SMT-8 - Short Line West;Not Assigned;Klamath Northern Railway Company [KNOR];Klamath Northern Railway Company [KNOR];Class III;2025;2025;2025;Klamath Northern Railway Company [KNOR];KNOR;Klamath Northern Railway Company;KNOR;Klamath Northern Railway Company;Class III;62;;0;1;113;8
Feb;8;SMT-8 - Short Line West;Not Assigned;Goose Lake Railway, LLC [GOOS];Goose Lake Railway, LLC [GOOS];Class III;2025;2025;2025;Goose Lake Railway, LLC [GOOS];GOOS;Goose Lake Railway, LLC;GOOS;Goose Lake Railway, LLC;Class III;3 462;;0;1;522;2
Feb;8;SMT-8 - Short Line West;Not Assigned;Albany & Eastern Railroad Company [AERC];Albany & Eastern Railroad Company [AERC];Class III;2025;2025;2025;Albany & Eastern Railroad Company [AERC];AERC;Albany & Eastern Railroad Company;AERC;Albany & Eastern Railroad Company;Class III;3 128;;0;1;2 150;
Feb;8;SMT-8 - Short Line West;Not Assigned;Willamette Valley Railway Company [WVR];Willamette Valley Railway Company [WVR];Class III;2025;2025;2025;Willamette Valley Railway Company [WVR];WVR;Willamette Valley Railway Company;WVR;Willamette Valley Railway Company;Class III;284;;0;1;30;10
Feb;8;SMT-8 - Short Line West;Not Assigned;Peninsula Terminal Company [PT];Peninsula Terminal Company [PT];Class III;2025;2025;2025;Peninsula Terminal Company [PT];PT;Peninsula Terminal Company;PT;Peninsula Terminal Company;Class III;1 306;;0;1;1 200;1 140
Feb;8;SMT-8 - Short Line West;Not Assigned;OREGON INDEPENDENCE RAILROAD, LLC [OIRR];OREGON INDEPENDENCE RAILROAD, LLC [OIRR];Class III;2025;2025;2025;OREGON INDEPENDENCE RAILROAD, LLC [OIRR];OIRR;OREGON INDEPENDENCE RAILROAD, LLC;OIRR;OREGON INDEPENDENCE RAILROAD, LLC;Class III;;;0;1;;
Feb;8;SMT-8 - Short Line West;Not Assigned;Sisseton Milbank Railroad [SMRR];Sisseton Milbank Railroad [SMRR];Class III;2025;2025;2025;Sisseton Milbank Railroad [SMRR];SMRR;Sisseton Milbank Railroad;SMRR;Sisseton Milbank Railroad;Class III;141;;0;1;228;
Feb;8;SMT-8 - Short Line West;Not Assigned;D & I Railroad Company [DAIR];D & I Railroad Company [DAIR];Class III;2025;2025;2025;D & I Railroad Company [DAIR];DAIR;D & I Railroad Company;DAIR;D & I Railroad Company;Class III;1 765;;0;1;2 210;
Feb;8;SMT-8 - Short Line West;Not Assigned;Longview Switching [LS];Longview Switching [LS];Class III;2025;2025;2025;Longview Switching [LS];LS;Longview Switching;LS;Longview Switching;Class III;3 988;;0;1;8 748;8 748
Feb;8;SMT-8 - Short Line West;Not Assigned;Ballard Terminal Railroad Co LLC [BDTL];Ballard Terminal Railroad Co LLC [BDTL];Class III;2025;2025;2025;Ballard Terminal Railroad Co LLC [BDTL];BDTL;Ballard Terminal Railroad Co LLC;BDTL;Ballard Terminal Railroad Co LLC;Class III;107;;0;1;18;
Feb;8;SMT-8 - Short Line West;Not Assigned;PEND OREILLE VALLEY RAILROAD [POVA];PEND OREILLE VALLEY RAILROAD [POVA];Class III;2025;2025;2025;PEND OREILLE VALLEY RAILROAD [POVA];POVA;PEND OREILLE VALLEY RAILROAD;POVA;PEND OREILLE VALLEY RAILROAD;Class III;2 568;;0;1;600;
Feb;8;SMT-8 - Short Line West;Not Assigned;Meeker Southern Railroad [MSN];Meeker Southern Railroad [MSN];Class III;2025;2025;2025;Meeker Southern Railroad [MSN];MSN;Meeker Southern Railroad;MSN;Meeker Southern Railroad;Class III;254;;0;1;100;
Feb;8;SMT-8 - Short Line West;Not Assigned;Tacoma Municipal Belt Line Railway [TMBL];Tacoma Municipal Belt Line Railway [TMBL];Class III;2025;2025;2025;Tacoma Municipal Belt Line Railway [TMBL];TMBL;Tacoma Municipal Belt Line Railway;TMBL;Tacoma Municipal Belt Line Railway;Class III;14 159;;0;1;6 850;6 850
Feb;8;SMT-8 - Short Line West;Not Assigned;MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];Class III;2025;2025;2025;MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];MVT;MOUNT VERNON TERMINAL RAILWAY, INC.;MVT;MOUNT VERNON TERMINAL RAILWAY, INC.;Class III;12;;0;1;1;1
Feb;8;SMT-8 - Short Line West;Not Assigned;Spokane, Spangle and Palouse Railway [SSP];Spokane, Spangle and Palouse Railway [SSP];Class III;2025;2025;2025;Spokane, Spangle and Palouse Railway [SSP];SSP;Spokane, Spangle and Palouse Railway;SSP;Spokane, Spangle and Palouse Railway;Class III;1 083;;0;1;375;26
Feb;8;SMT-8 - Short Line West;Not Assigned;BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];Class III;2025;2025;2025;BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];BDW;BIGHORN DIVIDE & WYOMING RAILROAD, INC.;BDW;BIGHORN DIVIDE & WYOMING RAILROAD, INC.;Class III;2 817;;0;1;372;
Feb;8;SMT-8 - Short Line West;Omnitrax;Kettle Falls International Railway LLC [KFR];Kettle Falls International Railway LLC [KFR];Class III;2025;2025;2025;Kettle Falls International Railway LLC [KFR];KFR;Kettle Falls International Railway LLC;KFR;Kettle Falls International Railway LLC;Class III;588;;0;1;530;
Feb;8;SMT-8 - Short Line West;Progressive;Clackamas Valley Railway [CVLY];Clackamas Valley Railway [CVLY];Class III;2025;2025;2025;Clackamas Valley Railway [CVLY];CVLY;Clackamas Valley Railway;CVLY;Clackamas Valley Railway;Class III;253;;0;1;20;
Feb;8;SMT-8 - Short Line West;Progressive;Saint Paul & Pacific Northwest Railroad [STPP];Saint Paul & Pacific Northwest Railroad [STPP];Class III;2025;2025;2025;Saint Paul & Pacific Northwest Railroad [STPP];STPP;Saint Paul & Pacific Northwest Railroad;STPP;Saint Paul & Pacific Northwest Railroad;Class III;2 191;;0;1;3 906;
Mar;8;SMT-8 - Short Line West;Columbia Rail;RYAL, LLC [RYAL];RYAL, LLC [RYAL];Class III;2025;2025;2025;RYAL, LLC [RYAL];RYAL;RYAL, LLC;RYAL;RYAL, LLC;Class III;;;0;1;109;
Mar;8;SMT-8 - Short Line West;Columbia Rail;RAINIER RAIL LLC [RNIR];RAINIER RAIL LLC [RNIR];Class III;2025;2025;2025;RAINIER RAIL LLC [RNIR];RNIR;RAINIER RAIL LLC;RNIR;RAINIER RAIL LLC;Class III;1 533;;0;1;874;
Mar;8;SMT-8 - Short Line West;Columbia Rail;CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];Class III;2025;2025;2025;CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];CWW;CWW LLC d.b.a. Columbia Walla Walla Rwy;CWW;CWW LLC d.b.a. Columbia Walla Walla Rwy;Class III;3 663;;0;1;1 322;
Mar;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Oregon Eastern Railroad [OERR];Oregon Eastern Railroad [OERR];Class III;2025;2025;2025;Oregon Eastern Railroad [OERR];OERR;Oregon Eastern Railroad;OERR;Oregon Eastern Railroad;Class III;1 273;;0;1;1 172;1 172
Mar;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Washington Eastern Railroad [WER];Washington Eastern Railroad [WER];Class III;2025;2025;2025;Washington Eastern Railroad [WER];WER;Washington Eastern Railroad;WER;Washington Eastern Railroad;Class III;2 985;;0;1;2 107;420
Mar;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Central Washington Railroad Company [CWA];Central Washington Railroad Company [CWA];Class III;2025;2025;2025;Central Washington Railroad Company [CWA];CWA;Central Washington Railroad Company;CWA;Central Washington Railroad Company;Class III;1 692;;0;1;1 567;720
Mar;8;SMT-8 - Short Line West;Jaguar Transport, LLC;COLUMBIA BASIN RAILROAD, INC. [CBRW];COLUMBIA BASIN RAILROAD, INC. [CBRW];Class III;2025;2025;2025;COLUMBIA BASIN RAILROAD, INC. [CBRW];CBRW;COLUMBIA BASIN RAILROAD, INC.;CBRW;COLUMBIA BASIN RAILROAD, INC.;Class III;4 027;;0;1;2 555;42
Mar;8;SMT-8 - Short Line West;Not Assigned;Central Montana Railroad [CM];Central Montana Railroad [CM];Class III;2025;2025;2025;Central Montana Railroad [CM];CM;Central Montana Railroad;CM;Central Montana Railroad;Class III;1 266;;0;1;640;
Mar;8;SMT-8 - Short Line West;Not Assigned;Global Rail Group, LLC [GRGL];Global Rail Group, LLC [GRGL];Class III;2025;2025;2025;Global Rail Group, LLC [GRGL];GRGL;Global Rail Group, LLC;GRGL;Global Rail Group, LLC;Class III;250;;0;1;2 320;
Mar;8;SMT-8 - Short Line West;Not Assigned;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];Class III;2025;2025;2025;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];DMVW;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC.;DMVW;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC.;Class III;13 543;;0;1;6 418;305
Mar;8;SMT-8 - Short Line West;Not Assigned;Dakota Northern Railroad, Inc. [DN];Dakota Northern Railroad, Inc. [DN];Class III;2025;2025;2025;Dakota Northern Railroad, Inc. [DN];DN;Dakota Northern Railroad, Inc.;DN;Dakota Northern Railroad, Inc.;Class III;287;;0;1;350;
Mar;8;SMT-8 - Short Line West;Not Assigned;Northern Plains Railroad, Inc. [NPR];Northern Plains Railroad, Inc. [NPR];Class III;2025;2025;2025;Northern Plains Railroad, Inc. [NPR];NPR;Northern Plains Railroad, Inc.;NPR;Northern Plains Railroad, Inc.;Class III;23 826;;0;1;2 241;
Mar;8;SMT-8 - Short Line West;Not Assigned;Oregon Pacific Railroad Company [OPR];Oregon Pacific Railroad Company [OPR];Class III;2025;2025;2025;Oregon Pacific Railroad Company [OPR];OPR;Oregon Pacific Railroad Company;OPR;Oregon Pacific Railroad Company;Class III;480;;0;1;77;
Mar;8;SMT-8 - Short Line West;Not Assigned;Coos Bay Rail Line [CBR];Coos Bay Rail Line [CBR];Class III;2025;2025;2025;Coos Bay Rail Line [CBR];CBR;Coos Bay Rail Line;CBR;Coos Bay Rail Line;Class III;2 639;;0;1;2 490;190
Mar;8;SMT-8 - Short Line West;Not Assigned;City Of Prineville Railway [COP];City Of Prineville Railway [COP];Class III;2025;2025;2025;City Of Prineville Railway [COP];COP;City Of Prineville Railway;COP;City Of Prineville Railway;Class III;639;;0;1;159;9
Mar;8;SMT-8 - Short Line West;Not Assigned;Rogue Valley Terminal Railroad [RVT];Rogue Valley Terminal Railroad [RVT];Class III;2025;2025;2025;Rogue Valley Terminal Railroad [RVT];RVT;Rogue Valley Terminal Railroad;RVT;Rogue Valley Terminal Railroad;Class III;772;;0;1;132;132
Mar;8;SMT-8 - Short Line West;Not Assigned;Klamath Northern Railway Company [KNOR];Klamath Northern Railway Company [KNOR];Class III;2025;2025;2025;Klamath Northern Railway Company [KNOR];KNOR;Klamath Northern Railway Company;KNOR;Klamath Northern Railway Company;Class III;35;;0;1;68;5
Mar;8;SMT-8 - Short Line West;Not Assigned;Goose Lake Railway, LLC [GOOS];Goose Lake Railway, LLC [GOOS];Class III;2025;2025;2025;Goose Lake Railway, LLC [GOOS];GOOS;Goose Lake Railway, LLC;GOOS;Goose Lake Railway, LLC;Class III;3 744;;0;1;652;2
Mar;8;SMT-8 - Short Line West;Not Assigned;Albany & Eastern Railroad Company [AERC];Albany & Eastern Railroad Company [AERC];Class III;2025;2025;2025;Albany & Eastern Railroad Company [AERC];AERC;Albany & Eastern Railroad Company;AERC;Albany & Eastern Railroad Company;Class III;3 331;;0;1;2 897;
Mar;8;SMT-8 - Short Line West;Not Assigned;Willamette Valley Railway Company [WVR];Willamette Valley Railway Company [WVR];Class III;2025;2025;2025;Willamette Valley Railway Company [WVR];WVR;Willamette Valley Railway Company;WVR;Willamette Valley Railway Company;Class III;284;;0;1;34;13
Mar;8;SMT-8 - Short Line West;Not Assigned;Peninsula Terminal Company [PT];Peninsula Terminal Company [PT];Class III;2025;2025;2025;Peninsula Terminal Company [PT];PT;Peninsula Terminal Company;PT;Peninsula Terminal Company;Class III;1 420;;0;1;1 325;1 260
Mar;8;SMT-8 - Short Line West;Not Assigned;OREGON INDEPENDENCE RAILROAD, LLC [OIRR];OREGON INDEPENDENCE RAILROAD, LLC [OIRR];Class III;2025;2025;2025;OREGON INDEPENDENCE RAILROAD, LLC [OIRR];OIRR;OREGON INDEPENDENCE RAILROAD, LLC;OIRR;OREGON INDEPENDENCE RAILROAD, LLC;Class III;;;0;1;;
Mar;8;SMT-8 - Short Line West;Not Assigned;Sisseton Milbank Railroad [SMRR];Sisseton Milbank Railroad [SMRR];Class III;2025;2025;2025;Sisseton Milbank Railroad [SMRR];SMRR;Sisseton Milbank Railroad;SMRR;Sisseton Milbank Railroad;Class III;33;;0;1;56;
Mar;8;SMT-8 - Short Line West;Not Assigned;D & I Railroad Company [DAIR];D & I Railroad Company [DAIR];Class III;2025;2025;2025;D & I Railroad Company [DAIR];DAIR;D & I Railroad Company;DAIR;D & I Railroad Company;Class III;2 817;;0;1;2 150;
Mar;8;SMT-8 - Short Line West;Not Assigned;Longview Switching [LS];Longview Switching [LS];Class III;2025;2025;2025;Longview Switching [LS];LS;Longview Switching;LS;Longview Switching;Class III;4 210;;0;1;8 406;8 406
Mar;8;SMT-8 - Short Line West;Not Assigned;Ballard Terminal Railroad Co LLC [BDTL];Ballard Terminal Railroad Co LLC [BDTL];Class III;2025;2025;2025;Ballard Terminal Railroad Co LLC [BDTL];BDTL;Ballard Terminal Railroad Co LLC;BDTL;Ballard Terminal Railroad Co LLC;Class III;128;;0;1;24;
Mar;8;SMT-8 - Short Line West;Not Assigned;Meeker Southern Railroad [MSN];Meeker Southern Railroad [MSN];Class III;2025;2025;2025;Meeker Southern Railroad [MSN];MSN;Meeker Southern Railroad;MSN;Meeker Southern Railroad;Class III;379;;0;1;120;
Mar;8;SMT-8 - Short Line West;Not Assigned;PEND OREILLE VALLEY RAILROAD [POVA];PEND OREILLE VALLEY RAILROAD [POVA];Class III;2025;2025;2025;PEND OREILLE VALLEY RAILROAD [POVA];POVA;PEND OREILLE VALLEY RAILROAD;POVA;PEND OREILLE VALLEY RAILROAD;Class III;2 789;;0;1;780;
Mar;8;SMT-8 - Short Line West;Not Assigned;Tacoma Municipal Belt Line Railway [TMBL];Tacoma Municipal Belt Line Railway [TMBL];Class III;2025;2025;2025;Tacoma Municipal Belt Line Railway [TMBL];TMBL;Tacoma Municipal Belt Line Railway;TMBL;Tacoma Municipal Belt Line Railway;Class III;16 387;;0;1;9 655;9 655
Mar;8;SMT-8 - Short Line West;Not Assigned;MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];Class III;2025;2025;2025;MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];MVT;MOUNT VERNON TERMINAL RAILWAY, INC.;MVT;MOUNT VERNON TERMINAL RAILWAY, INC.;Class III;10;;0;1;1;1
Mar;8;SMT-8 - Short Line West;Not Assigned;Spokane, Spangle and Palouse Railway [SSP];Spokane, Spangle and Palouse Railway [SSP];Class III;2025;2025;2025;Spokane, Spangle and Palouse Railway [SSP];SSP;Spokane, Spangle and Palouse Railway;SSP;Spokane, Spangle and Palouse Railway;Class III;1 249;;0;1;753;53
Mar;8;SMT-8 - Short Line West;Not Assigned;BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];Class III;2025;2025;2025;BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];BDW;BIGHORN DIVIDE & WYOMING RAILROAD, INC.;BDW;BIGHORN DIVIDE & WYOMING RAILROAD, INC.;Class III;2 828;;0;1;330;
Mar;8;SMT-8 - Short Line West;Omnitrax;Kettle Falls International Railway LLC [KFR];Kettle Falls International Railway LLC [KFR];Class III;2025;2025;2025;Kettle Falls International Railway LLC [KFR];KFR;Kettle Falls International Railway LLC;KFR;Kettle Falls International Railway LLC;Class III;408;;0;1;520;
Mar;8;SMT-8 - Short Line West;Progressive;Clackamas Valley Railway [CVLY];Clackamas Valley Railway [CVLY];Class III;2025;2025;2025;Clackamas Valley Railway [CVLY];CVLY;Clackamas Valley Railway;CVLY;Clackamas Valley Railway;Class III;197;;0;1;26;
Mar;8;SMT-8 - Short Line West;Progressive;Saint Paul & Pacific Northwest Railroad [STPP];Saint Paul & Pacific Northwest Railroad [STPP];Class III;2025;2025;2025;Saint Paul & Pacific Northwest Railroad [STPP];STPP;Saint Paul & Pacific Northwest Railroad;STPP;Saint Paul & Pacific Northwest Railroad;Class III;2 450;;0;1;4 397;
Apr;8;SMT-8 - Short Line West;Columbia Rail;RYAL, LLC [RYAL];RYAL, LLC [RYAL];Class III;2025;2025;2025;RYAL, LLC [RYAL];RYAL;RYAL, LLC;RYAL;RYAL, LLC;Class III;;;0;1;179;
Apr;8;SMT-8 - Short Line West;Columbia Rail;RAINIER RAIL LLC [RNIR];RAINIER RAIL LLC [RNIR];Class III;2025;2025;2025;RAINIER RAIL LLC [RNIR];RNIR;RAINIER RAIL LLC;RNIR;RAINIER RAIL LLC;Class III;1 880;;0;1;706;
Apr;8;SMT-8 - Short Line West;Columbia Rail;CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];Class III;2025;2025;2025;CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];CWW;CWW LLC d.b.a. Columbia Walla Walla Rwy;CWW;CWW LLC d.b.a. Columbia Walla Walla Rwy;Class III;4 078;;0;1;1 525;
