"","Commodity Group","Commodity Group Code","Originated","Received","Year","Week","Company"
"40301","Coke","C","333","31",2023,2023-12-20,"BNSF"
"40302","Crushed Stone, Sand and Gravel","D","3587","119",2023,2023-12-20,"BNSF"
"40303","Farm Products except Grain","E","476","27",2023,2023-12-20,"BNSF"
"40304","Food and Kindred Products","F","2889","1007",2023,2023-12-20,"BNSF"
"40305","Grain Mill Products","G","3243","725",2023,2023-12-20,"BNSF"
"40306","Grain","H","12039","284",2023,2023-12-20,"BNSF"
"40307","Iron and Steel Scrap","I","1170","91",2023,2023-12-20,"BNSF"
"40308","Lumber and Wood Products","J","969","660",2023,2023-12-20,"BNSF"
"40309","Metallic Ores","K","2688","4",2023,2023-12-20,"BNSF"
"40310","Metals","L","841","720",2023,2023-12-20,"BNSF"
"40311","Motor Vehicles and Equipment","M","2624","2958",2023,2023-12-20,"BNSF"
"40312","Non Metallic Minerals","N","490","68",2023,2023-12-20,"BNSF"
"40313","Petroleum Products","O","4437","1930",2023,2023-12-20,"BNSF"
"40314","Primary Forest Products","P","48","21",2023,2023-12-20,"BNSF"
"40315","Pulp, Paper and Allied Products","Q","514","645",2023,2023-12-20,"BNSF"
"40316","Stone, Clay and Glass Products","R","2235","273",2023,2023-12-20,"BNSF"
"40317","Waste and Scrap Materials","S","389","155",2023,2023-12-20,"BNSF"
"40318","All Other","T","1787","767",2023,2023-12-20,"BNSF"
"40319","Containers","U","84592","6239",2023,2023-12-20,"BNSF"
"40320","Trailers","V","6294","98",2023,2023-12-20,"BNSF"
"40321","Chemicals","A","7089","2085",2023,2023-12-13,"BNSF"
"40322","Coal","B","28624","142",2023,2023-12-13,"BNSF"
"40323","Coke","C","381","92",2023,2023-12-13,"BNSF"
"40324","Crushed Stone, Sand and Gravel","D","3467","385",2023,2023-12-13,"BNSF"
"40325","Farm Products except Grain","E","594","19",2023,2023-12-13,"BNSF"
"40326","Food and Kindred Products","F","2625","791",2023,2023-12-13,"BNSF"
"40327","Grain Mill Products","G","3148","1022",2023,2023-12-13,"BNSF"
"40328","Grain","H","11506","560",2023,2023-12-13,"BNSF"
"40329","Iron and Steel Scrap","I","949","130",2023,2023-12-13,"BNSF"
"40330","Lumber and Wood Products","J","902","660",2023,2023-12-13,"BNSF"
"40331","Metallic Ores","K","2585","22",2023,2023-12-13,"BNSF"
"40332","Metals","L","1033","672",2023,2023-12-13,"BNSF"
"40333","Motor Vehicles and Equipment","M","2770","3383",2023,2023-12-13,"BNSF"
"40334","Non Metallic Minerals","N","427","70",2023,2023-12-13,"BNSF"
"40335","Petroleum Products","O","4329","1807",2023,2023-12-13,"BNSF"
"40336","Primary Forest Products","P","60","13",2023,2023-12-13,"BNSF"
"40337","Pulp, Paper and Allied Products","Q","564","662",2023,2023-12-13,"BNSF"
"40338","Stone, Clay and Glass Products","R","2200","435",2023,2023-12-13,"BNSF"
"40339","Waste and Scrap Materials","S","400","146",2023,2023-12-13,"BNSF"
"40340","All Other","T","1539","1023",2023,2023-12-13,"BNSF"
"40341","Containers","U","87278","6874",2023,2023-12-13,"BNSF"
"40342","Trailers","V","7122","125",2023,2023-12-13,"BNSF"
"40343","Chemicals","A","6694","2115",2023,2023-12-06,"BNSF"
"40344","Coal","B","29414","344",2023,2023-12-06,"BNSF"
"40345","Coke","C","529","57",2023,2023-12-06,"BNSF"
"40346","Crushed Stone, Sand and Gravel","D","3642","146",2023,2023-12-06,"BNSF"
"40347","Farm Products except Grain","E","527","24",2023,2023-12-06,"BNSF"
"40348","Food and Kindred Products","F","2944","1038",2023,2023-12-06,"BNSF"
"40349","Grain Mill Products","G","3346","1160",2023,2023-12-06,"BNSF"
"40350","Grain","H","12441","343",2023,2023-12-06,"BNSF"
"40351","Iron and Steel Scrap","I","969","150",2023,2023-12-06,"BNSF"
"40352","Lumber and Wood Products","J","948","651",2023,2023-12-06,"BNSF"
"40353","Metallic Ores","K","2835","4",2023,2023-12-06,"BNSF"
"40354","Metals","L","890","691",2023,2023-12-06,"BNSF"
"40355","Motor Vehicles and Equipment","M","2370","2537",2023,2023-12-06,"BNSF"
"40356","Non Metallic Minerals","N","389","60",2023,2023-12-06,"BNSF"
"40357","Petroleum Products","O","4417","2137",2023,2023-12-06,"BNSF"
"40358","Primary Forest Products","P","29","0",2023,2023-12-06,"BNSF"
"40359","Pulp, Paper and Allied Products","Q","690","801",2023,2023-12-06,"BNSF"
"40360","Stone, Clay and Glass Products","R","2144","267",2023,2023-12-06,"BNSF"
"40361","Waste and Scrap Materials","S","324","99",2023,2023-12-06,"BNSF"
"40362","All Other","T","1235","777",2023,2023-12-06,"BNSF"
"40363","Containers","U","88907","6606",2023,2023-12-06,"BNSF"
"40364","Trailers","V","6634","182",2023,2023-12-06,"BNSF"
"40365","Chemicals","A","5868","2047",2023,2023-11-29,"BNSF"
"40366","Coal","B","27882","0",2023,2023-11-29,"BNSF"
"40367","Coke","C","466","13",2023,2023-11-29,"BNSF"
"40368","Crushed Stone, Sand and Gravel","D","3244","0",2023,2023-11-29,"BNSF"
"40369","Farm Products except Grain","E","380","23",2023,2023-11-29,"BNSF"
"40370","Food and Kindred Products","F","2307","996",2023,2023-11-29,"BNSF"
"40371","Grain Mill Products","G","3228","887",2023,2023-11-29,"BNSF"
"40372","Grain","H","10406","544",2023,2023-11-29,"BNSF"
"40373","Iron and Steel Scrap","I","833","134",2023,2023-11-29,"BNSF"
"40374","Lumber and Wood Products","J","663","561",2023,2023-11-29,"BNSF"
"40375","Metallic Ores","K","2307","8",2023,2023-11-29,"BNSF"
"40376","Metals","L","806","664",2023,2023-11-29,"BNSF"
"40377","Motor Vehicles and Equipment","M","1937","2882",2023,2023-11-29,"BNSF"
"40378","Non Metallic Minerals","N","337","21",2023,2023-11-29,"BNSF"
"40379","Petroleum Products","O","3636","1432",2023,2023-11-29,"BNSF"
"40380","Primary Forest Products","P","24","17",2023,2023-11-29,"BNSF"
"40381","Pulp, Paper and Allied Products","Q","478","561",2023,2023-11-29,"BNSF"
"40382","Stone, Clay and Glass Products","R","1580","281",2023,2023-11-29,"BNSF"
"40383","Waste and Scrap Materials","S","292","91",2023,2023-11-29,"BNSF"
"40384","All Other","T","1040","854",2023,2023-11-29,"BNSF"
"40385","Containers","U","71295","6438",2023,2023-11-29,"BNSF"
"40386","Trailers","V","4415","90",2023,2023-11-29,"BNSF"
"40387","Chemicals","A","6860","2256",2023,2023-11-22,"BNSF"
"40388","Coal","B","29464","136",2023,2023-11-22,"BNSF"
"40389","Coke","C","350","22",2023,2023-11-22,"BNSF"
"40390","Crushed Stone, Sand and Gravel","D","3681","203",2023,2023-11-22,"BNSF"
"40391","Farm Products except Grain","E","577","29",2023,2023-11-22,"BNSF"
"40392","Food and Kindred Products","F","2963","829",2023,2023-11-22,"BNSF"
"40393","Grain Mill Products","G","3511","810",2023,2023-11-22,"BNSF"
"40394","Grain","H","13706","357",2023,2023-11-22,"BNSF"
"40395","Iron and Steel Scrap","I","939","110",2023,2023-11-22,"BNSF"
"40396","Lumber and Wood Products","J","913","711",2023,2023-11-22,"BNSF"
"40397","Metallic Ores","K","2530","13",2023,2023-11-22,"BNSF"
"40398","Metals","L","945","669",2023,2023-11-22,"BNSF"
"40399","Motor Vehicles and Equipment","M","2430","3210",2023,2023-11-22,"BNSF"
"40400","Non Metallic Minerals","N","351","25",2023,2023-11-22,"BNSF"
"40401","Petroleum Products","O","4225","2034",2023,2023-11-22,"BNSF"
"40402","Primary Forest Products","P","17","10",2023,2023-11-22,"BNSF"
"40403","Pulp, Paper and Allied Products","Q","510","648",2023,2023-11-22,"BNSF"
"40404","Stone, Clay and Glass Products","R","2164","266",2023,2023-11-22,"BNSF"
"40405","Waste and Scrap Materials","S","354","125",2023,2023-11-22,"BNSF"
"40406","All Other","T","1242","1017",2023,2023-11-22,"BNSF"
"40407","Containers","U","84120","7159",2023,2023-11-22,"BNSF"
"40408","Trailers","V","5154","111",2023,2023-11-22,"BNSF"
"40409","Chemicals","A","6880","2016",2023,2023-11-15,"BNSF"
"40410","Coal","B","29916","151",2023,2023-11-15,"BNSF"
"40411","Coke","C","486","15",2023,2023-11-15,"BNSF"
"40412","Crushed Stone, Sand and Gravel","D","4076","124",2023,2023-11-15,"BNSF"
"40413","Farm Products except Grain","E","555","22",2023,2023-11-15,"BNSF"
"40414","Food and Kindred Products","F","2793","945",2023,2023-11-15,"BNSF"
"40415","Grain Mill Products","G","3209","948",2023,2023-11-15,"BNSF"
"40416","Grain","H","12149","275",2023,2023-11-15,"BNSF"
"40417","Iron and Steel Scrap","I","847","124",2023,2023-11-15,"BNSF"
"40418","Lumber and Wood Products","J","858","628",2023,2023-11-15,"BNSF"
"40419","Metallic Ores","K","2269","6",2023,2023-11-15,"BNSF"
"40420","Metals","L","1134","768",2023,2023-11-15,"BNSF"
"40421","Motor Vehicles and Equipment","M","2641","3515",2023,2023-11-15,"BNSF"
"40422","Non Metallic Minerals","N","423","39",2023,2023-11-15,"BNSF"
"40423","Petroleum Products","O","3830","1451",2023,2023-11-15,"BNSF"
"40424","Primary Forest Products","P","17","5",2023,2023-11-15,"BNSF"
"40425","Pulp, Paper and Allied Products","Q","563","583",2023,2023-11-15,"BNSF"
"40426","Stone, Clay and Glass Products","R","2157","336",2023,2023-11-15,"BNSF"
"40427","Waste and Scrap Materials","S","398","114",2023,2023-11-15,"BNSF"
"40428","All Other","T","1242","623",2023,2023-11-15,"BNSF"
"40429","Containers","U","85266","8044",2023,2023-11-15,"BNSF"
"40430","Trailers","V","5244","55",2023,2023-11-15,"BNSF"
"40431","Chemicals","A","5946","2215",2023,2023-11-08,"BNSF"
"40432","Coal","B","27757","0",2023,2023-11-08,"BNSF"
"40433","Coke","C","344","14",2023,2023-11-08,"BNSF"
"40434","Crushed Stone, Sand and Gravel","D","3837","109",2023,2023-11-08,"BNSF"
"40435","Farm Products except Grain","E","573","26",2023,2023-11-08,"BNSF"
"40436","Food and Kindred Products","F","2803","1043",2023,2023-11-08,"BNSF"
"40437","Grain Mill Products","G","3413","1073",2023,2023-11-08,"BNSF"
"40438","Grain","H","11321","417",2023,2023-11-08,"BNSF"
"40439","Iron and Steel Scrap","I","771","131",2023,2023-11-08,"BNSF"
"40440","Lumber and Wood Products","J","869","577",2023,2023-11-08,"BNSF"
"40441","Metallic Ores","K","2533","2",2023,2023-11-08,"BNSF"
"40442","Metals","L","811","688",2023,2023-11-08,"BNSF"
"40443","Motor Vehicles and Equipment","M","2679","3108",2023,2023-11-08,"BNSF"
"40444","Non Metallic Minerals","N","418","32",2023,2023-11-08,"BNSF"
"40445","Petroleum Products","O","3769","1767",2023,2023-11-08,"BNSF"
"40446","Primary Forest Products","P","4","0",2023,2023-11-08,"BNSF"
"40447","Pulp, Paper and Allied Products","Q","515","611",2023,2023-11-08,"BNSF"
"40448","Stone, Clay and Glass Products","R","2194","368",2023,2023-11-08,"BNSF"
"40449","Waste and Scrap Materials","S","387","225",2023,2023-11-08,"BNSF"
"40450","All Other","T","1256","799",2023,2023-11-08,"BNSF"
"40451","Containers","U","82351","9093",2023,2023-11-08,"BNSF"
"40452","Trailers","V","5110","46",2023,2023-11-08,"BNSF"
"40453","Chemicals","A","6821","1645",2023,2023-11-01,"BNSF"
"40454","Coal","B","25915","250",2023,2023-11-01,"BNSF"
"40455","Coke","C","306","42",2023,2023-11-01,"BNSF"
"40456","Crushed Stone, Sand and Gravel","D","3902","210",2023,2023-11-01,"BNSF"
"40457","Farm Products except Grain","E","460","9",2023,2023-11-01,"BNSF"
"40458","Food and Kindred Products","F","2793","971",2023,2023-11-01,"BNSF"
"40459","Grain Mill Products","G","3062","1005",2023,2023-11-01,"BNSF"
"40460","Grain","H","11702","23",2023,2023-11-01,"BNSF"
"40461","Iron and Steel Scrap","I","898","99",2023,2023-11-01,"BNSF"
"40462","Lumber and Wood Products","J","891","581",2023,2023-11-01,"BNSF"
"40463","Metallic Ores","K","3037","5",2023,2023-11-01,"BNSF"
"40464","Metals","L","773","706",2023,2023-11-01,"BNSF"
"40465","Motor Vehicles and Equipment","M","2610","2966",2023,2023-11-01,"BNSF"
"40466","Non Metallic Minerals","N","358","121",2023,2023-11-01,"BNSF"
"40467","Petroleum Products","O","4035","1894",2023,2023-11-01,"BNSF"
"40468","Primary Forest Products","P","24","11",2023,2023-11-01,"BNSF"
"40469","Pulp, Paper and Allied Products","Q","456","555",2023,2023-11-01,"BNSF"
"40470","Stone, Clay and Glass Products","R","2398","460",2023,2023-11-01,"BNSF"
"40471","Waste and Scrap Materials","S","376","157",2023,2023-11-01,"BNSF"
"40472","All Other","T","1447","719",2023,2023-11-01,"BNSF"
"40473","Containers","U","88171","7671",2023,2023-11-01,"BNSF"
"40474","Trailers","V","5351","59",2023,2023-11-01,"BNSF"
"40475","Chemicals","A","6455","2125",2023,2023-10-25,"BNSF"
"40476","Coal","B","27311","18",2023,2023-10-25,"BNSF"
"40477","Coke","C","534","33",2023,2023-10-25,"BNSF"
"40478","Crushed Stone, Sand and Gravel","D","4351","127",2023,2023-10-25,"BNSF"
"40479","Farm Products except Grain","E","511","16",2023,2023-10-25,"BNSF"
"40480","Food and Kindred Products","F","2840","920",2023,2023-10-25,"BNSF"
"40481","Grain Mill Products","G","3522","1046",2023,2023-10-25,"BNSF"
"40482","Grain","H","11240","313",2023,2023-10-25,"BNSF"
"40483","Iron and Steel Scrap","I","904","130",2023,2023-10-25,"BNSF"
"40484","Lumber and Wood Products","J","920","580",2023,2023-10-25,"BNSF"
"40485","Metallic Ores","K","3082","5",2023,2023-10-25,"BNSF"
"40486","Metals","L","997","763",2023,2023-10-25,"BNSF"
"40487","Motor Vehicles and Equipment","M","2503","3259",2023,2023-10-25,"BNSF"
"40488","Non Metallic Minerals","N","393","95",2023,2023-10-25,"BNSF"
"40489","Petroleum Products","O","4217","1866",2023,2023-10-25,"BNSF"
"40490","Primary Forest Products","P","32","11",2023,2023-10-25,"BNSF"
"40491","Pulp, Paper and Allied Products","Q","432","631",2023,2023-10-25,"BNSF"
"40492","Stone, Clay and Glass Products","R","2197","376",2023,2023-10-25,"BNSF"
"40493","Waste and Scrap Materials","S","418","160",2023,2023-10-25,"BNSF"
"40494","All Other","T","1328","694",2023,2023-10-25,"BNSF"
"40495","Containers","U","89454","7122",2023,2023-10-25,"BNSF"
"40496","Trailers","V","5106","177",2023,2023-10-25,"BNSF"
"40497","Chemicals","A","6213","1965",2023,2023-10-18,"BNSF"
"40498","Coal","B","24662","146",2023,2023-10-18,"BNSF"
"40499","Coke","C","323","23",2023,2023-10-18,"BNSF"
"40500","Crushed Stone, Sand and Gravel","D","4001","403",2023,2023-10-18,"BNSF"
"40501","Farm Products except Grain","E","454","25",2023,2023-10-18,"BNSF"
"40502","Food and Kindred Products","F","2578","1215",2023,2023-10-18,"BNSF"
"40503","Grain Mill Products","G","3383","723",2023,2023-10-18,"BNSF"
"40504","Grain","H","11510","120",2023,2023-10-18,"BNSF"
"40505","Iron and Steel Scrap","I","866","114",2023,2023-10-18,"BNSF"
"40506","Lumber and Wood Products","J","929","628",2023,2023-10-18,"BNSF"
"40507","Metallic Ores","K","1985","36",2023,2023-10-18,"BNSF"
"40508","Metals","L","864","758",2023,2023-10-18,"BNSF"
"40509","Motor Vehicles and Equipment","M","2750","3297",2023,2023-10-18,"BNSF"
"40510","Non Metallic Minerals","N","387","60",2023,2023-10-18,"BNSF"
"40511","Petroleum Products","O","4456","1506",2023,2023-10-18,"BNSF"
"40512","Primary Forest Products","P","21","7",2023,2023-10-18,"BNSF"
"40513","Pulp, Paper and Allied Products","Q","475","634",2023,2023-10-18,"BNSF"
"40514","Stone, Clay and Glass Products","R","2333","429",2023,2023-10-18,"BNSF"
"40515","Waste and Scrap Materials","S","333","177",2023,2023-10-18,"BNSF"
"40516","All Other","T","1652","966",2023,2023-10-18,"BNSF"
"40517","Containers","U","87816","8198",2023,2023-10-18,"BNSF"
"40518","Trailers","V","5251","76",2023,2023-10-18,"BNSF"
"40519","Chemicals","A","6729","1759",2023,2023-10-11,"BNSF"
"40520","Coal","B","28073","100",2023,2023-10-11,"BNSF"
"40521","Coke","C","598","15",2023,2023-10-11,"BNSF"
"40522","Crushed Stone, Sand and Gravel","D","4186","245",2023,2023-10-11,"BNSF"
"40523","Farm Products except Grain","E","551","25",2023,2023-10-11,"BNSF"
"40524","Food and Kindred Products","F","2569","1030",2023,2023-10-11,"BNSF"
"40525","Grain Mill Products","G","3354","886",2023,2023-10-11,"BNSF"
"40526","Grain","H","12415","306",2023,2023-10-11,"BNSF"
"40527","Iron and Steel Scrap","I","663","114",2023,2023-10-11,"BNSF"
"40528","Lumber and Wood Products","J","806","526",2023,2023-10-11,"BNSF"
"40529","Metallic Ores","K","2222","15",2023,2023-10-11,"BNSF"
"40530","Metals","L","1142","961",2023,2023-10-11,"BNSF"
"40531","Motor Vehicles and Equipment","M","2735","3476",2023,2023-10-11,"BNSF"
"40532","Non Metallic Minerals","N","436","14",2023,2023-10-11,"BNSF"
"40533","Petroleum Products","O","4126","1580",2023,2023-10-11,"BNSF"
"40534","Primary Forest Products","P","16","5",2023,2023-10-11,"BNSF"
"40535","Pulp, Paper and Allied Products","Q","483","734",2023,2023-10-11,"BNSF"
"40536","Stone, Clay and Glass Products","R","2146","340",2023,2023-10-11,"BNSF"
"40537","Waste and Scrap Materials","S","333","176",2023,2023-10-11,"BNSF"
"40538","All Other","T","1446","654",2023,2023-10-11,"BNSF"
"40539","Containers","U","86145","7620",2023,2023-10-11,"BNSF"
"40540","Trailers","V","5464","54",2023,2023-10-11,"BNSF"
"40541","Chemicals","A","6717","1695",2023,2023-10-04,"BNSF"
"40542","Coal","B","27745","123",2023,2023-10-04,"BNSF"
"40543","Coke","C","408","13",2023,2023-10-04,"BNSF"
"40544","Crushed Stone, Sand and Gravel","D","4830","323",2023,2023-10-04,"BNSF"
"40545","Farm Products except Grain","E","399","32",2023,2023-10-04,"BNSF"
"40546","Food and Kindred Products","F","2663","1152",2023,2023-10-04,"BNSF"
"40547","Grain Mill Products","G","3502","833",2023,2023-10-04,"BNSF"
"40548","Grain","H","9202","239",2023,2023-10-04,"BNSF"
"40549","Iron and Steel Scrap","I","837","148",2023,2023-10-04,"BNSF"
"40550","Lumber and Wood Products","J","878","643",2023,2023-10-04,"BNSF"
"40551","Metallic Ores","K","3127","33",2023,2023-10-04,"BNSF"
"40552","Metals","L","1345","928",2023,2023-10-04,"BNSF"
"40553","Motor Vehicles and Equipment","M","2793","2893",2023,2023-10-04,"BNSF"
"40554","Non Metallic Minerals","N","378","14",2023,2023-10-04,"BNSF"
"40555","Petroleum Products","O","4350","1528",2023,2023-10-04,"BNSF"
"40556","Primary Forest Products","P","17","17",2023,2023-10-04,"BNSF"
"40557","Pulp, Paper and Allied Products","Q","476","585",2023,2023-10-04,"BNSF"
"40558","Stone, Clay and Glass Products","R","2213","367",2023,2023-10-04,"BNSF"
"40559","Waste and Scrap Materials","S","399","187",2023,2023-10-04,"BNSF"
"40560","All Other","T","1496","882",2023,2023-10-04,"BNSF"
"40561","Containers","U","86123","6705",2023,2023-10-04,"BNSF"
"40562","Trailers","V","5548","43",2023,2023-10-04,"BNSF"
"40563","Chemicals","A","7051","1759",2023,2023-09-27,"BNSF"
"40564","Coal","B","30220","278",2023,2023-09-27,"BNSF"
"40565","Coke","C","462","21",2023,2023-09-27,"BNSF"
"40566","Crushed Stone, Sand and Gravel","D","4481","106",2023,2023-09-27,"BNSF"
"40567","Farm Products except Grain","E","614","21",2023,2023-09-27,"BNSF"
"40568","Food and Kindred Products","F","2592","1082",2023,2023-09-27,"BNSF"
"40569","Grain Mill Products","G","3637","915",2023,2023-09-27,"BNSF"
"40570","Grain","H","10290","84",2023,2023-09-27,"BNSF"
"40571","Iron and Steel Scrap","I","811","141",2023,2023-09-27,"BNSF"
"40572","Lumber and Wood Products","J","853","663",2023,2023-09-27,"BNSF"
"40573","Metallic Ores","K","3274","35",2023,2023-09-27,"BNSF"
"40574","Metals","L","1234","788",2023,2023-09-27,"BNSF"
"40575","Motor Vehicles and Equipment","M","2823","3159",2023,2023-09-27,"BNSF"
"40576","Non Metallic Minerals","N","343","25",2023,2023-09-27,"BNSF"
"40577","Petroleum Products","O","4034","1524",2023,2023-09-27,"BNSF"
"40578","Primary Forest Products","P","33","8",2023,2023-09-27,"BNSF"
"40579","Pulp, Paper and Allied Products","Q","576","662",2023,2023-09-27,"BNSF"
"40580","Stone, Clay and Glass Products","R","2534","391",2023,2023-09-27,"BNSF"
"40581","Waste and Scrap Materials","S","417","135",2023,2023-09-27,"BNSF"
"40582","All Other","T","1302","609",2023,2023-09-27,"BNSF"
"40583","Containers","U","84069","7179",2023,2023-09-27,"BNSF"
"40584","Trailers","V","5344","48",2023,2023-09-27,"BNSF"
"40585","Chemicals","A","6976","1938",2023,2023-09-20,"BNSF"
"40586","Coal","B","28500","15",2023,2023-09-20,"BNSF"
"40587","Coke","C","482","34",2023,2023-09-20,"BNSF"
"40588","Crushed Stone, Sand and Gravel","D","3923","330",2023,2023-09-20,"BNSF"
"40589","Farm Products except Grain","E","505","18",2023,2023-09-20,"BNSF"
"40590","Food and Kindred Products","F","2657","971",2023,2023-09-20,"BNSF"
"40591","Grain Mill Products","G","3501","858",2023,2023-09-20,"BNSF"
"40592","Grain","H","10142","198",2023,2023-09-20,"BNSF"
"40593","Iron and Steel Scrap","I","963","92",2023,2023-09-20,"BNSF"
"40594","Lumber and Wood Products","J","851","592",2023,2023-09-20,"BNSF"
"40595","Metallic Ores","K","1473","56",2023,2023-09-20,"BNSF"
"40596","Metals","L","1135","934",2023,2023-09-20,"BNSF"
"40597","Motor Vehicles and Equipment","M","2742","3448",2023,2023-09-20,"BNSF"
"40598","Non Metallic Minerals","N","392","38",2023,2023-09-20,"BNSF"
"40599","Petroleum Products","O","4546","1289",2023,2023-09-20,"BNSF"
"40600","Primary Forest Products","P","31","4",2023,2023-09-20,"BNSF"
"40601","Pulp, Paper and Allied Products","Q","537","793",2023,2023-09-20,"BNSF"
"40602","Stone, Clay and Glass Products","R","2148","292",2023,2023-09-20,"BNSF"
"40603","Waste and Scrap Materials","S","429","114",2023,2023-09-20,"BNSF"
"40604","All Other","T","1306","613",2023,2023-09-20,"BNSF"
"40605","Containers","U","82873","7011",2023,2023-09-20,"BNSF"
"40606","Trailers","V","5428","58",2023,2023-09-20,"BNSF"
"40607","Chemicals","A","6595","1842",2023,2023-09-13,"BNSF"
"40608","Coal","B","28965","345",2023,2023-09-13,"BNSF"
"40609","Coke","C","463","48",2023,2023-09-13,"BNSF"
"40610","Crushed Stone, Sand and Gravel","D","3925","114",2023,2023-09-13,"BNSF"
"40611","Farm Products except Grain","E","489","24",2023,2023-09-13,"BNSF"
"40612","Food and Kindred Products","F","2361","1003",2023,2023-09-13,"BNSF"
"40613","Grain Mill Products","G","3355","741",2023,2023-09-13,"BNSF"
"40614","Grain","H","7549","241",2023,2023-09-13,"BNSF"
"40615","Iron and Steel Scrap","I","643","198",2023,2023-09-13,"BNSF"
"40616","Lumber and Wood Products","J","877","635",2023,2023-09-13,"BNSF"
"40617","Metallic Ores","K","2818","22",2023,2023-09-13,"BNSF"
"40618","Metals","L","806","651",2023,2023-09-13,"BNSF"
"40619","Motor Vehicles and Equipment","M","2207","3321",2023,2023-09-13,"BNSF"
"40620","Non Metallic Minerals","N","383","31",2023,2023-09-13,"BNSF"
"40621","Petroleum Products","O","4146","1764",2023,2023-09-13,"BNSF"
"40622","Primary Forest Products","P","25","10",2023,2023-09-13,"BNSF"
"40623","Pulp, Paper and Allied Products","Q","521","803",2023,2023-09-13,"BNSF"
"40624","Stone, Clay and Glass Products","R","1976","426",2023,2023-09-13,"BNSF"
"40625","Waste and Scrap Materials","S","384","195",2023,2023-09-13,"BNSF"
"40626","All Other","T","1525","632",2023,2023-09-13,"BNSF"
"40627","Containers","U","75193","5808",2023,2023-09-13,"BNSF"
"40628","Trailers","V","4538","69",2023,2023-09-13,"BNSF"
"40629","Chemicals","A","7676","1977",2023,2023-09-06,"BNSF"
"40630","Coal","B","29256","2",2023,2023-09-06,"BNSF"
"40631","Coke","C","636","16",2023,2023-09-06,"BNSF"
"40632","Crushed Stone, Sand and Gravel","D","4621","291",2023,2023-09-06,"BNSF"
"40633","Farm Products except Grain","E","362","41",2023,2023-09-06,"BNSF"
"40634","Food and Kindred Products","F","2521","898",2023,2023-09-06,"BNSF"
"40635","Grain Mill Products","G","3470","805",2023,2023-09-06,"BNSF"
"40636","Grain","H","8092","591",2023,2023-09-06,"BNSF"
"40637","Iron and Steel Scrap","I","807","140",2023,2023-09-06,"BNSF"
"40638","Lumber and Wood Products","J","919","705",2023,2023-09-06,"BNSF"
"40639","Metallic Ores","K","3115","20",2023,2023-09-06,"BNSF"
"40640","Metals","L","1124","783",2023,2023-09-06,"BNSF"
"40641","Motor Vehicles and Equipment","M","2675","3183",2023,2023-09-06,"BNSF"
"40642","Non Metallic Minerals","N","417","45",2023,2023-09-06,"BNSF"
"40643","Petroleum Products","O","4135","1374",2023,2023-09-06,"BNSF"
"40644","Primary Forest Products","P","28","13",2023,2023-09-06,"BNSF"
"40645","Pulp, Paper and Allied Products","Q","510","755",2023,2023-09-06,"BNSF"
"40646","Stone, Clay and Glass Products","R","2171","359",2023,2023-09-06,"BNSF"
"40647","Waste and Scrap Materials","S","454","171",2023,2023-09-06,"BNSF"
"40648","All Other","T","1803","614",2023,2023-09-06,"BNSF"
"40649","Containers","U","80974","6788",2023,2023-09-06,"BNSF"
"40650","Trailers","V","5125","45",2023,2023-09-06,"BNSF"
"40651","Chemicals","A","6784","1867",2023,2023-08-30,"BNSF"
"40652","Coal","B","29431","134",2023,2023-08-30,"BNSF"
"40653","Coke","C","377","10",2023,2023-08-30,"BNSF"
"40654","Crushed Stone, Sand and Gravel","D","4451","120",2023,2023-08-30,"BNSF"
"40655","Farm Products except Grain","E","469","35",2023,2023-08-30,"BNSF"
"40656","Food and Kindred Products","F","2476","714",2023,2023-08-30,"BNSF"
"40657","Grain Mill Products","G","2914","952",2023,2023-08-30,"BNSF"
"40658","Grain","H","7243","694",2023,2023-08-30,"BNSF"
"40659","Iron and Steel Scrap","I","831","110",2023,2023-08-30,"BNSF"
"40660","Lumber and Wood Products","J","863","634",2023,2023-08-30,"BNSF"
"40661","Metallic Ores","K","2380","47",2023,2023-08-30,"BNSF"
"40662","Metals","L","928","642",2023,2023-08-30,"BNSF"
"40663","Motor Vehicles and Equipment","M","2474","3279",2023,2023-08-30,"BNSF"
"40664","Non Metallic Minerals","N","349","58",2023,2023-08-30,"BNSF"
"40665","Petroleum Products","O","4329","1604",2023,2023-08-30,"BNSF"
"40666","Primary Forest Products","P","25","7",2023,2023-08-30,"BNSF"
"40667","Pulp, Paper and Allied Products","Q","486","631",2023,2023-08-30,"BNSF"
"40668","Stone, Clay and Glass Products","R","2354","345",2023,2023-08-30,"BNSF"
"40669","Waste and Scrap Materials","S","464","129",2023,2023-08-30,"BNSF"
"40670","All Other","T","1364","679",2023,2023-08-30,"BNSF"
"40671","Containers","U","79369","6678",2023,2023-08-30,"BNSF"
"40672","Trailers","V","5297","66",2023,2023-08-30,"BNSF"
"40673","Chemicals","A","7400","2063",2023,2023-08-23,"BNSF"
"40674","Coal","B","29314","289",2023,2023-08-23,"BNSF"
"40675","Coke","C","460","17",2023,2023-08-23,"BNSF"
"40676","Crushed Stone, Sand and Gravel","D","4381","22",2023,2023-08-23,"BNSF"
"40677","Farm Products except Grain","E","599","47",2023,2023-08-23,"BNSF"
"40678","Food and Kindred Products","F","2407","1125",2023,2023-08-23,"BNSF"
"40679","Grain Mill Products","G","3332","836",2023,2023-08-23,"BNSF"
"40680","Grain","H","7726","593",2023,2023-08-23,"BNSF"
