"","Commodity Group","Commodity Group Code","Originated","Received","Year","Week","Company"
"40681","Iron and Steel Scrap","I","868","108",2023,2023-08-23,"BNSF"
"40682","Lumber and Wood Products","J","915","747",2023,2023-08-23,"BNSF"
"40683","Metallic Ores","K","2583","25",2023,2023-08-23,"BNSF"
"40684","Metals","L","1167","892",2023,2023-08-23,"BNSF"
"40685","Motor Vehicles and Equipment","M","2658","3105",2023,2023-08-23,"BNSF"
"40686","Non Metallic Minerals","N","421","41",2023,2023-08-23,"BNSF"
"40687","Petroleum Products","O","3826","1282",2023,2023-08-23,"BNSF"
"40688","Primary Forest Products","P","28","12",2023,2023-08-23,"BNSF"
"40689","Pulp, Paper and Allied Products","Q","425","643",2023,2023-08-23,"BNSF"
"40690","Stone, Clay and Glass Products","R","2477","387",2023,2023-08-23,"BNSF"
"40691","Waste and Scrap Materials","S","495","156",2023,2023-08-23,"BNSF"
"40692","All Other","T","1131","672",2023,2023-08-23,"BNSF"
"40693","Containers","U","77860","5540",2023,2023-08-23,"BNSF"
"40694","Trailers","V","5272","39",2023,2023-08-23,"BNSF"
"40695","Chemicals","A","6963","2059",2023,2023-08-16,"BNSF"
"40696","Coal","B","29167","85",2023,2023-08-16,"BNSF"
"40697","Coke","C","609","27",2023,2023-08-16,"BNSF"
"40698","Crushed Stone, Sand and Gravel","D","5002","287",2023,2023-08-16,"BNSF"
"40699","Farm Products except Grain","E","562","44",2023,2023-08-16,"BNSF"
"40700","Food and Kindred Products","F","2421","1099",2023,2023-08-16,"BNSF"
"40701","Grain Mill Products","G","3058","754",2023,2023-08-16,"BNSF"
"40702","Grain","H","6887","608",2023,2023-08-16,"BNSF"
"40703","Iron and Steel Scrap","I","882","121",2023,2023-08-16,"BNSF"
"40704","Lumber and Wood Products","J","764","584",2023,2023-08-16,"BNSF"
"40705","Metallic Ores","K","2526","32",2023,2023-08-16,"BNSF"
"40706","Metals","L","1259","925",2023,2023-08-16,"BNSF"
"40707","Motor Vehicles and Equipment","M","2477","2512",2023,2023-08-16,"BNSF"
"40708","Non Metallic Minerals","N","373","16",2023,2023-08-16,"BNSF"
"40709","Petroleum Products","O","4481","1264",2023,2023-08-16,"BNSF"
"40710","Primary Forest Products","P","20","4",2023,2023-08-16,"BNSF"
"40711","Pulp, Paper and Allied Products","Q","460","644",2023,2023-08-16,"BNSF"
"40712","Stone, Clay and Glass Products","R","2139","415",2023,2023-08-16,"BNSF"
"40713","Waste and Scrap Materials","S","453","208",2023,2023-08-16,"BNSF"
"40714","All Other","T","1770","726",2023,2023-08-16,"BNSF"
"40715","Containers","U","78762","5677",2023,2023-08-16,"BNSF"
"40716","Trailers","V","5474","50",2023,2023-08-16,"BNSF"
"40717","Chemicals","A","6504","2387",2023,2023-08-09,"BNSF"
"40718","Coal","B","28129","419",2023,2023-08-09,"BNSF"
"40719","Coke","C","330","11",2023,2023-08-09,"BNSF"
"40720","Crushed Stone, Sand and Gravel","D","4603","236",2023,2023-08-09,"BNSF"
"40721","Farm Products except Grain","E","466","30",2023,2023-08-09,"BNSF"
"40722","Food and Kindred Products","F","2450","1107",2023,2023-08-09,"BNSF"
"40723","Grain Mill Products","G","3290","670",2023,2023-08-09,"BNSF"
"40724","Grain","H","6494","324",2023,2023-08-09,"BNSF"
"40725","Iron and Steel Scrap","I","845","160",2023,2023-08-09,"BNSF"
"40726","Lumber and Wood Products","J","842","734",2023,2023-08-09,"BNSF"
"40727","Metallic Ores","K","3006","11",2023,2023-08-09,"BNSF"
"40728","Metals","L","1109","840",2023,2023-08-09,"BNSF"
"40729","Motor Vehicles and Equipment","M","2021","3059",2023,2023-08-09,"BNSF"
"40730","Non Metallic Minerals","N","365","66",2023,2023-08-09,"BNSF"
"40731","Petroleum Products","O","3936","1540",2023,2023-08-09,"BNSF"
"40732","Primary Forest Products","P","23","3",2023,2023-08-09,"BNSF"
"40733","Pulp, Paper and Allied Products","Q","536","650",2023,2023-08-09,"BNSF"
"40734","Stone, Clay and Glass Products","R","2220","426",2023,2023-08-09,"BNSF"
"40735","Waste and Scrap Materials","S","460","152",2023,2023-08-09,"BNSF"
"40736","All Other","T","1523","761",2023,2023-08-09,"BNSF"
"40737","Containers","U","78036","5480",2023,2023-08-09,"BNSF"
"40738","Trailers","V","5520","97",2023,2023-08-09,"BNSF"
"40739","Chemicals","A","7671","2098",2023,2023-08-02,"BNSF"
"40740","Coal","B","28991","236",2023,2023-08-02,"BNSF"
"40741","Coke","C","497","11",2023,2023-08-02,"BNSF"
"40742","Crushed Stone, Sand and Gravel","D","4845","189",2023,2023-08-02,"BNSF"
"40743","Farm Products except Grain","E","314","40",2023,2023-08-02,"BNSF"
"40744","Food and Kindred Products","F","2236","893",2023,2023-08-02,"BNSF"
"40745","Grain Mill Products","G","3480","955",2023,2023-08-02,"BNSF"
"40746","Grain","H","7303","663",2023,2023-08-02,"BNSF"
"40747","Iron and Steel Scrap","I","857","110",2023,2023-08-02,"BNSF"
"40748","Lumber and Wood Products","J","943","752",2023,2023-08-02,"BNSF"
"40749","Metallic Ores","K","3090","48",2023,2023-08-02,"BNSF"
"40750","Metals","L","1267","1082",2023,2023-08-02,"BNSF"
"40751","Motor Vehicles and Equipment","M","2370","2690",2023,2023-08-02,"BNSF"
"40752","Non Metallic Minerals","N","439","41",2023,2023-08-02,"BNSF"
"40753","Petroleum Products","O","4689","1122",2023,2023-08-02,"BNSF"
"40754","Primary Forest Products","P","29","17",2023,2023-08-02,"BNSF"
"40755","Pulp, Paper and Allied Products","Q","559","573",2023,2023-08-02,"BNSF"
"40756","Stone, Clay and Glass Products","R","2127","532",2023,2023-08-02,"BNSF"
"40757","Waste and Scrap Materials","S","391","175",2023,2023-08-02,"BNSF"
"40758","All Other","T","1483","881",2023,2023-08-02,"BNSF"
"40759","Containers","U","78963","5217",2023,2023-08-02,"BNSF"
"40760","Trailers","V","6139","136",2023,2023-08-02,"BNSF"
"40761","Chemicals","A","6437","1991",2023,2023-07-26,"BNSF"
"40762","Coal","B","25892","71",2023,2023-07-26,"BNSF"
"40763","Coke","C","485","30",2023,2023-07-26,"BNSF"
"40764","Crushed Stone, Sand and Gravel","D","4572","104",2023,2023-07-26,"BNSF"
"40765","Farm Products except Grain","E","331","33",2023,2023-07-26,"BNSF"
"40766","Food and Kindred Products","F","2385","1101",2023,2023-07-26,"BNSF"
"40767","Grain Mill Products","G","3307","783",2023,2023-07-26,"BNSF"
"40768","Grain","H","6629","382",2023,2023-07-26,"BNSF"
"40769","Iron and Steel Scrap","I","828","123",2023,2023-07-26,"BNSF"
"40770","Lumber and Wood Products","J","840","595",2023,2023-07-26,"BNSF"
"40771","Metallic Ores","K","2406","6",2023,2023-07-26,"BNSF"
"40772","Metals","L","1042","640",2023,2023-07-26,"BNSF"
"40773","Motor Vehicles and Equipment","M","1996","2955",2023,2023-07-26,"BNSF"
"40774","Non Metallic Minerals","N","378","10",2023,2023-07-26,"BNSF"
"40775","Petroleum Products","O","3702","1483",2023,2023-07-26,"BNSF"
"40776","Primary Forest Products","P","33","11",2023,2023-07-26,"BNSF"
"40777","Pulp, Paper and Allied Products","Q","581","724",2023,2023-07-26,"BNSF"
"40778","Stone, Clay and Glass Products","R","2075","404",2023,2023-07-26,"BNSF"
"40779","Waste and Scrap Materials","S","447","145",2023,2023-07-26,"BNSF"
"40780","All Other","T","1215","610",2023,2023-07-26,"BNSF"
"40781","Containers","U","79200","5429",2023,2023-07-26,"BNSF"
"40782","Trailers","V","6318","117",2023,2023-07-26,"BNSF"
"40783","Chemicals","A","6756","2100",2023,2023-07-19,"BNSF"
"40784","Coal","B","28314","272",2023,2023-07-19,"BNSF"
"40785","Coke","C","535","22",2023,2023-07-19,"BNSF"
"40786","Crushed Stone, Sand and Gravel","D","5021","134",2023,2023-07-19,"BNSF"
"40787","Farm Products except Grain","E","511","22",2023,2023-07-19,"BNSF"
"40788","Food and Kindred Products","F","2478","1219",2023,2023-07-19,"BNSF"
"40789","Grain Mill Products","G","3159","939",2023,2023-07-19,"BNSF"
"40790","Grain","H","7581","835",2023,2023-07-19,"BNSF"
"40791","Iron and Steel Scrap","I","914","90",2023,2023-07-19,"BNSF"
"40792","Lumber and Wood Products","J","965","692",2023,2023-07-19,"BNSF"
"40793","Metallic Ores","K","2880","12",2023,2023-07-19,"BNSF"
"40794","Metals","L","1193","777",2023,2023-07-19,"BNSF"
"40795","Motor Vehicles and Equipment","M","2548","2487",2023,2023-07-19,"BNSF"
"40796","Non Metallic Minerals","N","363","20",2023,2023-07-19,"BNSF"
"40797","Petroleum Products","O","4292","1344",2023,2023-07-19,"BNSF"
"40798","Primary Forest Products","P","48","16",2023,2023-07-19,"BNSF"
"40799","Pulp, Paper and Allied Products","Q","533","749",2023,2023-07-19,"BNSF"
"40800","Stone, Clay and Glass Products","R","2320","312",2023,2023-07-19,"BNSF"
"40801","Waste and Scrap Materials","S","484","138",2023,2023-07-19,"BNSF"
"40802","All Other","T","1470","732",2023,2023-07-19,"BNSF"
"40803","Containers","U","80363","5589",2023,2023-07-19,"BNSF"
"40804","Trailers","V","6062","107",2023,2023-07-19,"BNSF"
"40805","Chemicals","A","6280","1640",2023,2023-07-12,"BNSF"
"40806","Coal","B","27256","236",2023,2023-07-12,"BNSF"
"40807","Coke","C","503","14",2023,2023-07-12,"BNSF"
"40808","Crushed Stone, Sand and Gravel","D","4422","221",2023,2023-07-12,"BNSF"
"40809","Farm Products except Grain","E","303","29",2023,2023-07-12,"BNSF"
"40810","Food and Kindred Products","F","2334","1059",2023,2023-07-12,"BNSF"
"40811","Grain Mill Products","G","3214","873",2023,2023-07-12,"BNSF"
"40812","Grain","H","4869","905",2023,2023-07-12,"BNSF"
"40813","Iron and Steel Scrap","I","637","119",2023,2023-07-12,"BNSF"
"40814","Lumber and Wood Products","J","711","658",2023,2023-07-12,"BNSF"
"40815","Metallic Ores","K","2429","11",2023,2023-07-12,"BNSF"
"40816","Metals","L","924","805",2023,2023-07-12,"BNSF"
"40817","Motor Vehicles and Equipment","M","1896","2895",2023,2023-07-12,"BNSF"
"40818","Non Metallic Minerals","N","316","30",2023,2023-07-12,"BNSF"
"40819","Petroleum Products","O","3757","1670",2023,2023-07-12,"BNSF"
"40820","Primary Forest Products","P","9","7",2023,2023-07-12,"BNSF"
"40821","Pulp, Paper and Allied Products","Q","569","661",2023,2023-07-12,"BNSF"
"40822","Stone, Clay and Glass Products","R","1826","337",2023,2023-07-12,"BNSF"
"40823","Waste and Scrap Materials","S","365","188",2023,2023-07-12,"BNSF"
"40824","All Other","T","1735","479",2023,2023-07-12,"BNSF"
"40825","Containers","U","66612","5352",2023,2023-07-12,"BNSF"
"40826","Trailers","V","4829","119",2023,2023-07-12,"BNSF"
"40827","Chemicals","A","6729","1736",2023,2023-07-05,"BNSF"
"40828","Coal","B","26540","62",2023,2023-07-05,"BNSF"
"40829","Coke","C","253","15",2023,2023-07-05,"BNSF"
"40830","Crushed Stone, Sand and Gravel","D","5078","233",2023,2023-07-05,"BNSF"
"40831","Farm Products except Grain","E","491","26",2023,2023-07-05,"BNSF"
"40832","Food and Kindred Products","F","2418","796",2023,2023-07-05,"BNSF"
"40833","Grain Mill Products","G","3252","1025",2023,2023-07-05,"BNSF"
"40834","Grain","H","7475","582",2023,2023-07-05,"BNSF"
"40835","Iron and Steel Scrap","I","832","111",2023,2023-07-05,"BNSF"
"40836","Lumber and Wood Products","J","1026","692",2023,2023-07-05,"BNSF"
"40837","Metallic Ores","K","2989","12",2023,2023-07-05,"BNSF"
"40838","Metals","L","1177","786",2023,2023-07-05,"BNSF"
"40839","Motor Vehicles and Equipment","M","2511","3239",2023,2023-07-05,"BNSF"
"40840","Non Metallic Minerals","N","354","36",2023,2023-07-05,"BNSF"
"40841","Petroleum Products","O","3327","1327",2023,2023-07-05,"BNSF"
"40842","Primary Forest Products","P","38","7",2023,2023-07-05,"BNSF"
"40843","Pulp, Paper and Allied Products","Q","640","489",2023,2023-07-05,"BNSF"
"40844","Stone, Clay and Glass Products","R","2102","373",2023,2023-07-05,"BNSF"
"40845","Waste and Scrap Materials","S","378","133",2023,2023-07-05,"BNSF"
"40846","All Other","T","1391","986",2023,2023-07-05,"BNSF"
"40847","Containers","U","80007","4555",2023,2023-07-05,"BNSF"
"40848","Trailers","V","6450","183",2023,2023-07-05,"BNSF"
"40849","Chemicals","A","6598","1678",2023,2023-06-28,"BNSF"
"40850","Coal","B","26018","168",2023,2023-06-28,"BNSF"
"40851","Coke","C","354","18",2023,2023-06-28,"BNSF"
"40852","Crushed Stone, Sand and Gravel","D","4163","232",2023,2023-06-28,"BNSF"
"40853","Farm Products except Grain","E","461","25",2023,2023-06-28,"BNSF"
"40854","Food and Kindred Products","F","2420","969",2023,2023-06-28,"BNSF"
"40855","Grain Mill Products","G","3196","1020",2023,2023-06-28,"BNSF"
"40856","Grain","H","6113","675",2023,2023-06-28,"BNSF"
"40857","Iron and Steel Scrap","I","816","117",2023,2023-06-28,"BNSF"
"40858","Lumber and Wood Products","J","990","643",2023,2023-06-28,"BNSF"
"40859","Metallic Ores","K","3326","7",2023,2023-06-28,"BNSF"
"40860","Metals","L","1250","814",2023,2023-06-28,"BNSF"
"40861","Motor Vehicles and Equipment","M","2702","3131",2023,2023-06-28,"BNSF"
"40862","Non Metallic Minerals","N","386","29",2023,2023-06-28,"BNSF"
"40863","Petroleum Products","O","4126","1496",2023,2023-06-28,"BNSF"
"40864","Primary Forest Products","P","28","11",2023,2023-06-28,"BNSF"
"40865","Pulp, Paper and Allied Products","Q","578","682",2023,2023-06-28,"BNSF"
"40866","Stone, Clay and Glass Products","R","2009","475",2023,2023-06-28,"BNSF"
"40867","Waste and Scrap Materials","S","380","173",2023,2023-06-28,"BNSF"
"40868","All Other","T","1819","896",2023,2023-06-28,"BNSF"
"40869","Containers","U","77399","4897",2023,2023-06-28,"BNSF"
"40870","Trailers","V","6174","182",2023,2023-06-28,"BNSF"
"40871","Chemicals","A","5666","1308",2023,2023-06-21,"BNSF"
"40872","Coal","B","29021","130",2023,2023-06-21,"BNSF"
"40873","Coke","C","461","19",2023,2023-06-21,"BNSF"
"40874","Crushed Stone, Sand and Gravel","D","4703","118",2023,2023-06-21,"BNSF"
"40875","Farm Products except Grain","E","526","27",2023,2023-06-21,"BNSF"
"40876","Food and Kindred Products","F","2352","1017",2023,2023-06-21,"BNSF"
"40877","Grain Mill Products","G","3425","811",2023,2023-06-21,"BNSF"
"40878","Grain","H","7021","1022",2023,2023-06-21,"BNSF"
"40879","Iron and Steel Scrap","I","1050","117",2023,2023-06-21,"BNSF"
"40880","Lumber and Wood Products","J","951","648",2023,2023-06-21,"BNSF"
"40881","Metallic Ores","K","2394","14",2023,2023-06-21,"BNSF"
"40882","Metals","L","1063","725",2023,2023-06-21,"BNSF"
"40883","Motor Vehicles and Equipment","M","2690","3073",2023,2023-06-21,"BNSF"
"40884","Non Metallic Minerals","N","308","78",2023,2023-06-21,"BNSF"
"40885","Petroleum Products","O","4305","1180",2023,2023-06-21,"BNSF"
"40886","Primary Forest Products","P","30","8",2023,2023-06-21,"BNSF"
"40887","Pulp, Paper and Allied Products","Q","587","502",2023,2023-06-21,"BNSF"
"40888","Stone, Clay and Glass Products","R","2144","405",2023,2023-06-21,"BNSF"
"40889","Waste and Scrap Materials","S","351","154",2023,2023-06-21,"BNSF"
"40890","All Other","T","1379","571",2023,2023-06-21,"BNSF"
"40891","Containers","U","77184","5303",2023,2023-06-21,"BNSF"
"40892","Trailers","V","6594","148",2023,2023-06-21,"BNSF"
"40893","Chemicals","A","7416","1810",2023,2023-06-14,"BNSF"
"40894","Coal","B","28291","295",2023,2023-06-14,"BNSF"
"40895","Coke","C","517","13",2023,2023-06-14,"BNSF"
"40896","Crushed Stone, Sand and Gravel","D","5046","142",2023,2023-06-14,"BNSF"
"40897","Farm Products except Grain","E","374","51",2023,2023-06-14,"BNSF"
"40898","Food and Kindred Products","F","2346","1026",2023,2023-06-14,"BNSF"
"40899","Grain Mill Products","G","3598","898",2023,2023-06-14,"BNSF"
"40900","Grain","H","6479","716",2023,2023-06-14,"BNSF"
"40901","Iron and Steel Scrap","I","840","101",2023,2023-06-14,"BNSF"
"40902","Lumber and Wood Products","J","878","619",2023,2023-06-14,"BNSF"
"40903","Metallic Ores","K","2520","22",2023,2023-06-14,"BNSF"
"40904","Metals","L","958","710",2023,2023-06-14,"BNSF"
"40905","Motor Vehicles and Equipment","M","2231","2995",2023,2023-06-14,"BNSF"
"40906","Non Metallic Minerals","N","436","53",2023,2023-06-14,"BNSF"
"40907","Petroleum Products","O","3708","1444",2023,2023-06-14,"BNSF"
"40908","Primary Forest Products","P","19","5",2023,2023-06-14,"BNSF"
"40909","Pulp, Paper and Allied Products","Q","542","614",2023,2023-06-14,"BNSF"
"40910","Stone, Clay and Glass Products","R","2223","314",2023,2023-06-14,"BNSF"
"40911","Waste and Scrap Materials","S","380","154",2023,2023-06-14,"BNSF"
"40912","All Other","T","1768","562",2023,2023-06-14,"BNSF"
"40913","Containers","U","72980","5676",2023,2023-06-14,"BNSF"
"40914","Trailers","V","6108","165",2023,2023-06-14,"BNSF"
"40915","Chemicals","A","6151","1661",2023,2023-06-07,"BNSF"
"40916","Coal","B","28222","128",2023,2023-06-07,"BNSF"
"40917","Coke","C","409","15",2023,2023-06-07,"BNSF"
"40918","Crushed Stone, Sand and Gravel","D","4433","148",2023,2023-06-07,"BNSF"
"40919","Farm Products except Grain","E","317","34",2023,2023-06-07,"BNSF"
"40920","Food and Kindred Products","F","2078","939",2023,2023-06-07,"BNSF"
"40921","Grain Mill Products","G","3309","800",2023,2023-06-07,"BNSF"
"40922","Grain","H","7129","1515",2023,2023-06-07,"BNSF"
"40923","Iron and Steel Scrap","I","809","141",2023,2023-06-07,"BNSF"
"40924","Lumber and Wood Products","J","780","720",2023,2023-06-07,"BNSF"
"40925","Metallic Ores","K","2378","24",2023,2023-06-07,"BNSF"
"40926","Metals","L","1204","872",2023,2023-06-07,"BNSF"
"40927","Motor Vehicles and Equipment","M","2523","2880",2023,2023-06-07,"BNSF"
"40928","Non Metallic Minerals","N","340","39",2023,2023-06-07,"BNSF"
"40929","Petroleum Products","O","3897","1519",2023,2023-06-07,"BNSF"
"40930","Primary Forest Products","P","29","3",2023,2023-06-07,"BNSF"
"40931","Pulp, Paper and Allied Products","Q","587","716",2023,2023-06-07,"BNSF"
"40932","Stone, Clay and Glass Products","R","1971","449",2023,2023-06-07,"BNSF"
"40933","Waste and Scrap Materials","S","294","172",2023,2023-06-07,"BNSF"
"40934","All Other","T","1802","675",2023,2023-06-07,"BNSF"
"40935","Containers","U","68126","4807",2023,2023-06-07,"BNSF"
"40936","Trailers","V","5553","162",2023,2023-06-07,"BNSF"
"40937","Chemicals","A","7130","1606",2023,2023-05-31,"BNSF"
"40938","Coal","B","26621","411",2023,2023-05-31,"BNSF"
"40939","Coke","C","371","16",2023,2023-05-31,"BNSF"
"40940","Crushed Stone, Sand and Gravel","D","5186","203",2023,2023-05-31,"BNSF"
"40941","Farm Products except Grain","E","395","78",2023,2023-05-31,"BNSF"
"40942","Food and Kindred Products","F","2317","1059",2023,2023-05-31,"BNSF"
"40943","Grain Mill Products","G","3622","1110",2023,2023-05-31,"BNSF"
"40944","Grain","H","9764","913",2023,2023-05-31,"BNSF"
"40945","Iron and Steel Scrap","I","860","129",2023,2023-05-31,"BNSF"
"40946","Lumber and Wood Products","J","941","771",2023,2023-05-31,"BNSF"
"40947","Metallic Ores","K","2941","18",2023,2023-05-31,"BNSF"
"40948","Metals","L","1456","613",2023,2023-05-31,"BNSF"
"40949","Motor Vehicles and Equipment","M","2484","3117",2023,2023-05-31,"BNSF"
"40950","Non Metallic Minerals","N","369","34",2023,2023-05-31,"BNSF"
"40951","Petroleum Products","O","3674","1293",2023,2023-05-31,"BNSF"
"40952","Primary Forest Products","P","26","14",2023,2023-05-31,"BNSF"
"40953","Pulp, Paper and Allied Products","Q","598","680",2023,2023-05-31,"BNSF"
"40954","Stone, Clay and Glass Products","R","2354","443",2023,2023-05-31,"BNSF"
"40955","Waste and Scrap Materials","S","344","176",2023,2023-05-31,"BNSF"
"40956","All Other","T","1341","810",2023,2023-05-31,"BNSF"
"40957","Containers","U","76868","4391",2023,2023-05-31,"BNSF"
"40958","Trailers","V","6281","195",2023,2023-05-31,"BNSF"
"40959","Chemicals","A","7199","1626",2023,2023-05-24,"BNSF"
"40960","Coal","B","26660","201",2023,2023-05-24,"BNSF"
