"","Commodity Group","Commodity Group Code","Originated","Received","Year","Week","Company"
"15914","Nonmetallic Minerals","N",8,10,2022,2022-09-14,"KCS"
"15915","Petroleum Products","O",689,1479,2022,2022-09-14,"KCS"
"15916","Primary Forest Products","P",7,0,2022,2022-09-14,"KCS"
"15917","Pulp & Paper Products","Q",899,418,2022,2022-09-14,"KCS"
"15918","Stone, Clay, Glass","R",22,273,2022,2022-09-14,"KCS"
"15919","Waste & Other Scrap","S",70,73,2022,2022-09-14,"KCS"
"15920","All Other","T",94,398,2022,2022-09-14,"KCS"
"15921","Containers","U",2192,8369,2022,2022-09-14,"KCS"
"15922","Trailers","V",65,47,2022,2022-09-14,"KCS"
"15923","Chemicals","A",1281,714,2022,2022-09-07,"KCS"
"15924","Coal","B",0,3471,2022,2022-09-07,"KCS"
"15925","Coke","C",717,42,2022,2022-09-07,"KCS"
"15926","Crushed Stone, Sand & Gravel","D",457,208,2022,2022-09-07,"KCS"
"15927","Farm Products","E",0,29,2022,2022-09-07,"KCS"
"15928","Food & Kindred Products","F",52,347,2022,2022-09-07,"KCS"
"15929","Grain Mill Products","G",220,185,2022,2022-09-07,"KCS"
"15930","Grain","H",729,898,2022,2022-09-07,"KCS"
"15931","Iron & Steel Scrap","I",27,248,2022,2022-09-07,"KCS"
"15932","Lumber & Wood Products","J",191,36,2022,2022-09-07,"KCS"
"15933","Metallic Ores","K",135,20,2022,2022-09-07,"KCS"
"15934","Metal Products","L",354,209,2022,2022-09-07,"KCS"
"15935","Motor Vehicles & Equipment","M",28,550,2022,2022-09-07,"KCS"
"15936","Nonmetallic Minerals","N",7,22,2022,2022-09-07,"KCS"
"15937","Petroleum Products","O",727,1429,2022,2022-09-07,"KCS"
"15938","Primary Forest Products","P",10,0,2022,2022-09-07,"KCS"
"15939","Pulp & Paper Products","Q",919,504,2022,2022-09-07,"KCS"
"15940","Stone, Clay, Glass","R",19,322,2022,2022-09-07,"KCS"
"15941","Waste & Other Scrap","S",59,71,2022,2022-09-07,"KCS"
"15942","All Other","T",240,310,2022,2022-09-07,"KCS"
"15943","Containers","U",2316,9315,2022,2022-09-07,"KCS"
"15944","Trailers","V",48,81,2022,2022-09-07,"KCS"
"15945","Chemicals","A",1022,772,2022,2022-08-31,"KCS"
"15946","Coal","B",NA,3332,2022,2022-08-31,"KCS"
"15947","Coke","C",701,7,2022,2022-08-31,"KCS"
"15948","Crushed Stone, Sand & Gravel","D",473,131,2022,2022-08-31,"KCS"
"15949","Farm Products","E",NA,18,2022,2022-08-31,"KCS"
"15950","Food & Kindred Products","F",63,372,2022,2022-08-31,"KCS"
"15951","Grain Mill Products","G",46,311,2022,2022-08-31,"KCS"
"15952","Grain","H",1012,523,2022,2022-08-31,"KCS"
"15953","Iron & Steel Scrap","I",33,174,2022,2022-08-31,"KCS"
"15954","Lumber & Wood Products","J",180,54,2022,2022-08-31,"KCS"
"15955","Metallic Ores","K",110,12,2022,2022-08-31,"KCS"
"15956","Metal Products","L",261,196,2022,2022-08-31,"KCS"
"15957","Motor Vehicles & Equipment","M",12,597,2022,2022-08-31,"KCS"
"15958","Nonmetallic Minerals","N",6,30,2022,2022-08-31,"KCS"
"15959","Petroleum Products","O",845,1364,2022,2022-08-31,"KCS"
"15960","Primary Forest Products","P",2,NA,2022,2022-08-31,"KCS"
"15961","Pulp & Paper Products","Q",844,468,2022,2022-08-31,"KCS"
"15962","Stone, Clay, Glass","R",18,215,2022,2022-08-31,"KCS"
"15963","Waste & Other Scrap","S",81,85,2022,2022-08-31,"KCS"
"15964","All Other","T",138,204,2022,2022-08-31,"KCS"
"15965","Containers","U",2529,8431,2022,2022-08-31,"KCS"
"15966","Trailers","V",75,68,2022,2022-08-31,"KCS"
"15967","Chemicals","A",1235,663,2022,2022-08-24,"KCS"
"15968","Coal","B",NA,3188,2022,2022-08-24,"KCS"
"15969","Coke","C",741,13,2022,2022-08-24,"KCS"
"15970","Crushed Stone, Sand & Gravel","D",370,112,2022,2022-08-24,"KCS"
"15971","Farm Products","E",NA,17,2022,2022-08-24,"KCS"
"15972","Food & Kindred Products","F",59,371,2022,2022-08-24,"KCS"
"15973","Grain Mill Products","G",235,228,2022,2022-08-24,"KCS"
"15974","Grain","H",1360,560,2022,2022-08-24,"KCS"
"15975","Iron & Steel Scrap","I",23,186,2022,2022-08-24,"KCS"
"15976","Lumber & Wood Products","J",198,46,2022,2022-08-24,"KCS"
"15977","Metallic Ores","K",103,2,2022,2022-08-24,"KCS"
"15978","Metal Products","L",256,204,2022,2022-08-24,"KCS"
"15979","Motor Vehicles & Equipment","M",25,363,2022,2022-08-24,"KCS"
"15980","Nonmetallic Minerals","N",8,11,2022,2022-08-24,"KCS"
"15981","Petroleum Products","O",672,1527,2022,2022-08-24,"KCS"
"15982","Primary Forest Products","P",3,NA,2022,2022-08-24,"KCS"
"15983","Pulp & Paper Products","Q",932,440,2022,2022-08-24,"KCS"
"15984","Stone, Clay, Glass","R",12,297,2022,2022-08-24,"KCS"
"15985","Waste & Other Scrap","S",71,63,2022,2022-08-24,"KCS"
"15986","All Other","T",78,200,2022,2022-08-24,"KCS"
"15987","Containers","U",2292,9241,2022,2022-08-24,"KCS"
"15988","Trailers","V",78,60,2022,2022-08-24,"KCS"
"15989","Chemicals","A",1041,611,2022,2022-08-17,"KCS"
"15990","Coal","B",NA,3365,2022,2022-08-17,"KCS"
"15991","Coke","C",700,20,2022,2022-08-17,"KCS"
"15992","Crushed Stone, Sand & Gravel","D",427,106,2022,2022-08-17,"KCS"
"15993","Farm Products","E",NA,26,2022,2022-08-17,"KCS"
"15994","Food & Kindred Products","F",42,388,2022,2022-08-17,"KCS"
"15995","Grain Mill Products","G",250,215,2022,2022-08-17,"KCS"
"15996","Grain","H",866,612,2022,2022-08-17,"KCS"
"15997","Iron & Steel Scrap","I",28,230,2022,2022-08-17,"KCS"
"15998","Lumber & Wood Products","J",195,42,2022,2022-08-17,"KCS"
"15999","Metallic Ores","K",102,5,2022,2022-08-17,"KCS"
"16000","Metal Products","L",235,281,2022,2022-08-17,"KCS"
"16001","Motor Vehicles & Equipment","M",44,369,2022,2022-08-17,"KCS"
"16002","Nonmetallic Minerals","N",8,9,2022,2022-08-17,"KCS"
"16003","Petroleum Products","O",960,1388,2022,2022-08-17,"KCS"
"16004","Primary Forest Products","P",0,0,2022,2022-08-17,"KCS"
"16005","Pulp & Paper Products","Q",856,389,2022,2022-08-17,"KCS"
"16006","Stone, Clay, Glass","R",12,306,2022,2022-08-17,"KCS"
"16007","Waste & Other Scrap","S",64,64,2022,2022-08-17,"KCS"
"16008","All Other","T",114,303,2022,2022-08-17,"KCS"
"16009","Containers","U",2743,10162,2022,2022-08-17,"KCS"
"16010","Trailers","V",41,89,2022,2022-08-17,"KCS"
"16011","Chemicals","A",1132,647,2022,2022-08-10,"KCS"
"16012","Coal","B",0,3489,2022,2022-08-10,"KCS"
"16013","Coke","C",756,26,2022,2022-08-10,"KCS"
"16014","Crushed Stone, Sand & Gravel","D",575,132,2022,2022-08-10,"KCS"
"16015","Farm Products","E",0,26,2022,2022-08-10,"KCS"
"16016","Food & Kindred Products","F",58,276,2022,2022-08-10,"KCS"
"16017","Grain Mill Products","G",227,362,2022,2022-08-10,"KCS"
"16018","Grain","H",525,603,2022,2022-08-10,"KCS"
"16019","Iron & Steel Scrap","I",47,192,2022,2022-08-10,"KCS"
"16020","Lumber & Wood Products","J",199,46,2022,2022-08-10,"KCS"
"16021","Metallic Ores","K",103,23,2022,2022-08-10,"KCS"
"16022","Metal Products","L",312,161,2022,2022-08-10,"KCS"
"16023","Motor Vehicles & Equipment","M",29,560,2022,2022-08-10,"KCS"
"16024","Nonmetallic Minerals","N",12,9,2022,2022-08-10,"KCS"
"16025","Petroleum Products","O",511,1572,2022,2022-08-10,"KCS"
"16026","Primary Forest Products","P",2,0,2022,2022-08-10,"KCS"
"16027","Pulp & Paper Products","Q",852,432,2022,2022-08-10,"KCS"
"16028","Stone, Clay, Glass","R",21,234,2022,2022-08-10,"KCS"
"16029","Waste & Other Scrap","S",52,52,2022,2022-08-10,"KCS"
"16030","All Other","T",330,560,2022,2022-08-10,"KCS"
"16031","Containers","U",2539,8401,2022,2022-08-10,"KCS"
"16032","Trailers","V",94,100,2022,2022-08-10,"KCS"
"16033","Chemicals","A",1154,706,2022,2022-08-03,"KCS"
"16034","Coal","B",NA,2943,2022,2022-08-03,"KCS"
"16035","Coke","C",638,40,2022,2022-08-03,"KCS"
"16036","Crushed Stone, Sand & Gravel","D",549,206,2022,2022-08-03,"KCS"
"16037","Farm Products","E",NA,25,2022,2022-08-03,"KCS"
"16038","Food & Kindred Products","F",67,336,2022,2022-08-03,"KCS"
"16039","Grain Mill Products","G",218,271,2022,2022-08-03,"KCS"
"16040","Grain","H",632,715,2022,2022-08-03,"KCS"
"16041","Iron & Steel Scrap","I",53,199,2022,2022-08-03,"KCS"
"16042","Lumber & Wood Products","J",186,48,2022,2022-08-03,"KCS"
"16043","Metallic Ores","K",71,5,2022,2022-08-03,"KCS"
"16044","Metal Products","L",248,226,2022,2022-08-03,"KCS"
"16045","Motor Vehicles & Equipment","M",8,380,2022,2022-08-03,"KCS"
"16046","Nonmetallic Minerals","N",14,10,2022,2022-08-03,"KCS"
"16047","Petroleum Products","O",913,1566,2022,2022-08-03,"KCS"
"16048","Primary Forest Products","P",6,NA,2022,2022-08-03,"KCS"
"16049","Pulp & Paper Products","Q",917,393,2022,2022-08-03,"KCS"
"16050","Stone, Clay, Glass","R",10,351,2022,2022-08-03,"KCS"
"16051","Waste & Other Scrap","S",79,61,2022,2022-08-03,"KCS"
"16052","All Other","T",93,239,2022,2022-08-03,"KCS"
"16053","Containers","U",2651,9439,2022,2022-08-03,"KCS"
"16054","Trailers","V",93,88,2022,2022-08-03,"KCS"
"16055","Chemicals","A",1258,757,2022,2022-07-27,"KCS"
"16056","Coal","B",0,3105,2022,2022-07-27,"KCS"
"16057","Coke","C",616,33,2022,2022-07-27,"KCS"
"16058","Crushed Stone, Sand & Gravel","D",555,32,2022,2022-07-27,"KCS"
"16059","Farm Products","E",0,24,2022,2022-07-27,"KCS"
"16060","Food & Kindred Products","F",40,329,2022,2022-07-27,"KCS"
"16061","Grain Mill Products","G",228,318,2022,2022-07-27,"KCS"
"16062","Grain","H",791,1159,2022,2022-07-27,"KCS"
"16063","Iron & Steel Scrap","I",17,245,2022,2022-07-27,"KCS"
"16064","Lumber & Wood Products","J",191,42,2022,2022-07-27,"KCS"
"16065","Metallic Ores","K",133,14,2022,2022-07-27,"KCS"
"16066","Metal Products","L",238,273,2022,2022-07-27,"KCS"
"16067","Motor Vehicles & Equipment","M",59,467,2022,2022-07-27,"KCS"
"16068","Nonmetallic Minerals","N",9,23,2022,2022-07-27,"KCS"
"16069","Petroleum Products","O",742,1327,2022,2022-07-27,"KCS"
"16070","Primary Forest Products","P",12,0,2022,2022-07-27,"KCS"
"16071","Pulp & Paper Products","Q",945,391,2022,2022-07-27,"KCS"
"16072","Stone, Clay, Glass","R",22,355,2022,2022-07-27,"KCS"
"16073","Waste & Other Scrap","S",60,42,2022,2022-07-27,"KCS"
"16074","All Other","T",216,327,2022,2022-07-27,"KCS"
"16075","Containers","U",2334,9190,2022,2022-07-27,"KCS"
"16076","Trailers","V",62,75,2022,2022-07-27,"KCS"
"16077","Chemicals","A",1253,737,2022,2022-07-20,"KCS"
"16078","Coal","B",NA,3612,2022,2022-07-20,"KCS"
"16079","Coke","C",721,44,2022,2022-07-20,"KCS"
"16080","Crushed Stone, Sand & Gravel","D",574,117,2022,2022-07-20,"KCS"
"16081","Farm Products","E",NA,25,2022,2022-07-20,"KCS"
"16082","Food & Kindred Products","F",76,259,2022,2022-07-20,"KCS"
"16083","Grain Mill Products","G",223,248,2022,2022-07-20,"KCS"
"16084","Grain","H",458,1139,2022,2022-07-20,"KCS"
"16085","Iron & Steel Scrap","I",30,158,2022,2022-07-20,"KCS"
"16086","Lumber & Wood Products","J",203,55,2022,2022-07-20,"KCS"
"16087","Metallic Ores","K",137,5,2022,2022-07-20,"KCS"
"16088","Metal Products","L",270,243,2022,2022-07-20,"KCS"
"16089","Motor Vehicles & Equipment","M",52,279,2022,2022-07-20,"KCS"
"16090","Nonmetallic Minerals","N",12,5,2022,2022-07-20,"KCS"
"16091","Petroleum Products","O",723,1108,2022,2022-07-20,"KCS"
"16092","Primary Forest Products","P",8,NA,2022,2022-07-20,"KCS"
"16093","Pulp & Paper Products","Q",796,469,2022,2022-07-20,"KCS"
"16094","Stone, Clay, Glass","R",8,299,2022,2022-07-20,"KCS"
"16095","Waste & Other Scrap","S",65,74,2022,2022-07-20,"KCS"
"16096","All Other","T",132,227,2022,2022-07-20,"KCS"
"16097","Containers","U",2402,8919,2022,2022-07-20,"KCS"
"16098","Trailers","V",106,99,2022,2022-07-20,"KCS"
"16099","Chemicals","A",1060,736,2022,2022-07-13,"KCS"
"16100","Coal","B",NA,3092,2022,2022-07-13,"KCS"
"16101","Coke","C",798,49,2022,2022-07-13,"KCS"
"16102","Crushed Stone, Sand & Gravel","D",419,179,2022,2022-07-13,"KCS"
"16103","Farm Products","E",NA,26,2022,2022-07-13,"KCS"
"16104","Food & Kindred Products","F",63,349,2022,2022-07-13,"KCS"
"16105","Grain Mill Products","G",175,241,2022,2022-07-13,"KCS"
"16106","Grain","H",497,740,2022,2022-07-13,"KCS"
"16107","Iron & Steel Scrap","I",11,239,2022,2022-07-13,"KCS"
"16108","Lumber & Wood Products","J",150,37,2022,2022-07-13,"KCS"
"16109","Metallic Ores","K",148,6,2022,2022-07-13,"KCS"
"16110","Metal Products","L",181,202,2022,2022-07-13,"KCS"
"16111","Motor Vehicles & Equipment","M",3,462,2022,2022-07-13,"KCS"
"16112","Nonmetallic Minerals","N",9,23,2022,2022-07-13,"KCS"
"16113","Petroleum Products","O",761,1570,2022,2022-07-13,"KCS"
"16114","Primary Forest Products","P",NA,NA,2022,2022-07-13,"KCS"
"16115","Pulp & Paper Products","Q",821,454,2022,2022-07-13,"KCS"
"16116","Stone, Clay, Glass","R",15,252,2022,2022-07-13,"KCS"
"16117","Waste & Other Scrap","S",44,63,2022,2022-07-13,"KCS"
"16118","All Other","T",146,349,2022,2022-07-13,"KCS"
"16119","Containers","U",2113,9739,2022,2022-07-13,"KCS"
"16120","Trailers","V",88,71,2022,2022-07-13,"KCS"
"16121","Chemicals","A",1301,707,2022,2022-07-06,"KCS"
"16122","Coal","B",NA,3213,2022,2022-07-06,"KCS"
"16123","Coke","C",591,63,2022,2022-07-06,"KCS"
"16124","Crushed Stone, Sand & Gravel","D",282,46,2022,2022-07-06,"KCS"
"16125","Farm Products","E",NA,13,2022,2022-07-06,"KCS"
"16126","Food & Kindred Products","F",38,265,2022,2022-07-06,"KCS"
"16127","Grain Mill Products","G",229,230,2022,2022-07-06,"KCS"
"16128","Grain","H",1018,1118,2022,2022-07-06,"KCS"
"16129","Iron & Steel Scrap","I",10,233,2022,2022-07-06,"KCS"
"16130","Lumber & Wood Products","J",182,47,2022,2022-07-06,"KCS"
"16131","Metallic Ores","K",165,9,2022,2022-07-06,"KCS"
"16132","Metal Products","L",417,257,2022,2022-07-06,"KCS"
"16133","Motor Vehicles & Equipment","M",34,381,2022,2022-07-06,"KCS"
"16134","Nonmetallic Minerals","N",13,20,2022,2022-07-06,"KCS"
"16135","Petroleum Products","O",848,1668,2022,2022-07-06,"KCS"
"16136","Primary Forest Products","P",1,1,2022,2022-07-06,"KCS"
"16137","Pulp & Paper Products","Q",947,351,2022,2022-07-06,"KCS"
"16138","Stone, Clay, Glass","R",14,290,2022,2022-07-06,"KCS"
"16139","Waste & Other Scrap","S",71,32,2022,2022-07-06,"KCS"
"16140","All Other","T",253,459,2022,2022-07-06,"KCS"
"16141","Containers","U",2598,9784,2022,2022-07-06,"KCS"
"16142","Trailers","V",46,73,2022,2022-07-06,"KCS"
"16143","Chemicals","A",1186,830,2022,2022-06-29,"KCS"
"16144","Coal","B",NA,2440,2022,2022-06-29,"KCS"
"16145","Coke","C",708,20,2022,2022-06-29,"KCS"
"16146","Crushed Stone, Sand & Gravel","D",471,164,2022,2022-06-29,"KCS"
"16147","Farm Products","E",NA,23,2022,2022-06-29,"KCS"
"16148","Food & Kindred Products","F",58,305,2022,2022-06-29,"KCS"
"16149","Grain Mill Products","G",227,346,2022,2022-06-29,"KCS"
"16150","Grain","H",1028,756,2022,2022-06-29,"KCS"
"16151","Iron & Steel Scrap","I",23,280,2022,2022-06-29,"KCS"
"16152","Lumber & Wood Products","J",184,55,2022,2022-06-29,"KCS"
"16153","Metallic Ores","K",166,7,2022,2022-06-29,"KCS"
"16154","Metal Products","L",244,236,2022,2022-06-29,"KCS"
"16155","Motor Vehicles & Equipment","M",65,468,2022,2022-06-29,"KCS"
"16156","Nonmetallic Minerals","N",16,18,2022,2022-06-29,"KCS"
"16157","Petroleum Products","O",661,1114,2022,2022-06-29,"KCS"
"16158","Primary Forest Products","P",16,NA,2022,2022-06-29,"KCS"
"16159","Pulp & Paper Products","Q",888,479,2022,2022-06-29,"KCS"
"16160","Stone, Clay, Glass","R",12,299,2022,2022-06-29,"KCS"
"16161","Waste & Other Scrap","S",63,38,2022,2022-06-29,"KCS"
"16162","All Other","T",136,251,2022,2022-06-29,"KCS"
"16163","Containers","U",2122,9075,2022,2022-06-29,"KCS"
"16164","Trailers","V",114,71,2022,2022-06-29,"KCS"
"16165","Chemicals","A",1081,780,2022,2022-06-22,"KCS"
"16166","Coal","B",NA,3060,2022,2022-06-22,"KCS"
"16167","Coke","C",645,64,2022,2022-06-22,"KCS"
"16168","Crushed Stone, Sand & Gravel","D",466,202,2022,2022-06-22,"KCS"
"16169","Farm Products","E",NA,39,2022,2022-06-22,"KCS"
"16170","Food & Kindred Products","F",54,294,2022,2022-06-22,"KCS"
"16171","Grain Mill Products","G",178,261,2022,2022-06-22,"KCS"
"16172","Grain","H",704,1118,2022,2022-06-22,"KCS"
"16173","Iron & Steel Scrap","I",22,228,2022,2022-06-22,"KCS"
"16174","Lumber & Wood Products","J",200,57,2022,2022-06-22,"KCS"
"16175","Metallic Ores","K",119,15,2022,2022-06-22,"KCS"
"16176","Metal Products","L",236,181,2022,2022-06-22,"KCS"
"16177","Motor Vehicles & Equipment","M",65,280,2022,2022-06-22,"KCS"
"16178","Nonmetallic Minerals","N",9,11,2022,2022-06-22,"KCS"
"16179","Petroleum Products","O",615,977,2022,2022-06-22,"KCS"
"16180","Primary Forest Products","P",6,NA,2022,2022-06-22,"KCS"
"16181","Pulp & Paper Products","Q",855,441,2022,2022-06-22,"KCS"
"16182","Stone, Clay, Glass","R",23,356,2022,2022-06-22,"KCS"
"16183","Waste & Other Scrap","S",64,50,2022,2022-06-22,"KCS"
"16184","All Other","T",190,196,2022,2022-06-22,"KCS"
"16185","Containers","U",2380,9023,2022,2022-06-22,"KCS"
"16186","Trailers","V",100,76,2022,2022-06-22,"KCS"
"16187","Chemicals","A",1150,852,2022,2022-06-15,"KCS"
"16188","Coal","B",NA,3326,2022,2022-06-15,"KCS"
"16189","Coke","C",706,26,2022,2022-06-15,"KCS"
"16190","Crushed Stone, Sand & Gravel","D",390,88,2022,2022-06-15,"KCS"
"16191","Farm Products","E",NA,31,2022,2022-06-15,"KCS"
"16192","Food & Kindred Products","F",62,275,2022,2022-06-15,"KCS"
"16193","Grain Mill Products","G",220,198,2022,2022-06-15,"KCS"
"16194","Grain","H",757,1420,2022,2022-06-15,"KCS"
"16195","Iron & Steel Scrap","I",28,222,2022,2022-06-15,"KCS"
"16196","Lumber & Wood Products","J",206,40,2022,2022-06-15,"KCS"
"16197","Metallic Ores","K",131,18,2022,2022-06-15,"KCS"
"16198","Metal Products","L",213,258,2022,2022-06-15,"KCS"
"16199","Motor Vehicles & Equipment","M",44,325,2022,2022-06-15,"KCS"
"16200","Nonmetallic Minerals","N",9,23,2022,2022-06-15,"KCS"
"16201","Petroleum Products","O",646,1247,2022,2022-06-15,"KCS"
"16202","Primary Forest Products","P",2,NA,2022,2022-06-15,"KCS"
"16203","Pulp & Paper Products","Q",882,404,2022,2022-06-15,"KCS"
"16204","Stone, Clay, Glass","R",17,275,2022,2022-06-15,"KCS"
"16205","Waste & Other Scrap","S",81,62,2022,2022-06-15,"KCS"
"16206","All Other","T",218,431,2022,2022-06-15,"KCS"
"16207","Containers","U",2578,9282,2022,2022-06-15,"KCS"
"16208","Trailers","V",73,88,2022,2022-06-15,"KCS"
"16209","Chemicals","A",1168,722,2022,2022-06-08,"KCS"
"16210","Coal","B",5,3194,2022,2022-06-08,"KCS"
"16211","Coke","C",665,93,2022,2022-06-08,"KCS"
"16212","Crushed Stone, Sand & Gravel","D",453,119,2022,2022-06-08,"KCS"
"16213","Farm Products","E",2,13,2022,2022-06-08,"KCS"
"16214","Food & Kindred Products","F",57,311,2022,2022-06-08,"KCS"
"16215","Grain Mill Products","G",206,332,2022,2022-06-08,"KCS"
"16216","Grain","H",676,1317,2022,2022-06-08,"KCS"
"16217","Iron & Steel Scrap","I",20,236,2022,2022-06-08,"KCS"
"16218","Lumber & Wood Products","J",197,49,2022,2022-06-08,"KCS"
"16219","Metallic Ores","K",140,10,2022,2022-06-08,"KCS"
"16220","Metal Products","L",192,277,2022,2022-06-08,"KCS"
"16221","Motor Vehicles & Equipment","M",37,441,2022,2022-06-08,"KCS"
"16222","Nonmetallic Minerals","N",7,9,2022,2022-06-08,"KCS"
"16223","Petroleum Products","O",648,1269,2022,2022-06-08,"KCS"
"16224","Primary Forest Products","P",901,323,2022,2022-06-08,"KCS"
"16225","Pulp & Paper Products","Q",10,308,2022,2022-06-08,"KCS"
"16226","Stone, Clay, Glass","R",48,50,2022,2022-06-08,"KCS"
"16227","Waste & Other Scrap","S",131,334,2022,2022-06-08,"KCS"
"16228","All Other","T",2291,9142,2022,2022-06-08,"KCS"
"16229","Containers","U",65,78,2022,2022-06-08,"KCS"
"16230","Trailers","V",0,0,2022,2022-06-08,"KCS"
"16231","Chemicals","A",1379,734,2022,2022-06-01,"KCS"
"16232","Coal","B",NA,2821,2022,2022-06-01,"KCS"
"16233","Coke","C",695,22,2022,2022-06-01,"KCS"
"16234","Crushed Stone, Sand & Gravel","D",463,146,2022,2022-06-01,"KCS"
"16235","Farm Products","E",NA,24,2022,2022-06-01,"KCS"
"16236","Food & Kindred Products","F",71,351,2022,2022-06-01,"KCS"
"16237","Grain Mill Products","G",113,209,2022,2022-06-01,"KCS"
"16238","Grain","H",877,580,2022,2022-06-01,"KCS"
"16239","Iron & Steel Scrap","I",17,303,2022,2022-06-01,"KCS"
"16240","Lumber & Wood Products","J",195,37,2022,2022-06-01,"KCS"
"16241","Metallic Ores","K",146,10,2022,2022-06-01,"KCS"
"16242","Metal Products","L",249,288,2022,2022-06-01,"KCS"
"16243","Motor Vehicles & Equipment","M",48,471,2022,2022-06-01,"KCS"
"16244","Nonmetallic Minerals","N",4,18,2022,2022-06-01,"KCS"
"16245","Petroleum Products","O",783,1295,2022,2022-06-01,"KCS"
"16246","Primary Forest Products","P",3,NA,2022,2022-06-01,"KCS"
"16247","Pulp & Paper Products","Q",902,425,2022,2022-06-01,"KCS"
"16248","Stone, Clay, Glass","R",12,292,2022,2022-06-01,"KCS"
"16249","Waste & Other Scrap","S",60,59,2022,2022-06-01,"KCS"
"16250","All Other","T",68,329,2022,2022-06-01,"KCS"
"16251","Containers","U",2788,9210,2022,2022-06-01,"KCS"
"16252","Trailers","V",76,84,2022,2022-06-01,"KCS"
"16253","Chemicals","A",1306,871,2022,2022-05-25,"KCS"
"16254","Coal","B",NA,1959,2022,2022-05-25,"KCS"
"16255","Coke","C",742,26,2022,2022-05-25,"KCS"
"16256","Crushed Stone, Sand & Gravel","D",361,108,2022,2022-05-25,"KCS"
"16257","Farm Products","E",NA,37,2022,2022-05-25,"KCS"
"16258","Food & Kindred Products","F",45,380,2022,2022-05-25,"KCS"
"16259","Grain Mill Products","G",230,287,2022,2022-05-25,"KCS"
"16260","Grain","H",816,948,2022,2022-05-25,"KCS"
"16261","Iron & Steel Scrap","I",24,287,2022,2022-05-25,"KCS"
"16262","Lumber & Wood Products","J",189,50,2022,2022-05-25,"KCS"
"16263","Metallic Ores","K",121,8,2022,2022-05-25,"KCS"
"16264","Metal Products","L",224,135,2022,2022-05-25,"KCS"
"16265","Motor Vehicles & Equipment","M",46,353,2022,2022-05-25,"KCS"
"16266","Nonmetallic Minerals","N",5,22,2022,2022-05-25,"KCS"
"16267","Petroleum Products","O",636,1433,2022,2022-05-25,"KCS"
"16268","Primary Forest Products","P",23,NA,2022,2022-05-25,"KCS"
"16269","Pulp & Paper Products","Q",864,397,2022,2022-05-25,"KCS"
"16270","Stone, Clay, Glass","R",12,266,2022,2022-05-25,"KCS"
"16271","Waste & Other Scrap","S",54,49,2022,2022-05-25,"KCS"
"16272","All Other","T",105,251,2022,2022-05-25,"KCS"
"16273","Containers","U",2466,10890,2022,2022-05-25,"KCS"
"16274","Trailers","V",81,87,2022,2022-05-25,"KCS"
"16275","Chemicals","A",1104,887,2022,2022-05-18,"KCS"
"16276","Coal","B",NA,2695,2022,2022-05-18,"KCS"
"16277","Coke","C",506,50,2022,2022-05-18,"KCS"
"16278","Crushed Stone, Sand & Gravel","D",405,126,2022,2022-05-18,"KCS"
"16279","Farm Products","E",NA,21,2022,2022-05-18,"KCS"
"16280","Food & Kindred Products","F",44,401,2022,2022-05-18,"KCS"
"16281","Grain Mill Products","G",157,359,2022,2022-05-18,"KCS"
"16282","Grain","H",647,1006,2022,2022-05-18,"KCS"
"16283","Iron & Steel Scrap","I",42,255,2022,2022-05-18,"KCS"
"16284","Lumber & Wood Products","J",170,39,2022,2022-05-18,"KCS"
"16285","Metallic Ores","K",120,11,2022,2022-05-18,"KCS"
"16286","Metal Products","L",256,258,2022,2022-05-18,"KCS"
"16287","Motor Vehicles & Equipment","M",29,610,2022,2022-05-18,"KCS"
"16288","Nonmetallic Minerals","N",9,9,2022,2022-05-18,"KCS"
"16289","Petroleum Products","O",747,1228,2022,2022-05-18,"KCS"
"16290","Primary Forest Products","P",10,NA,2022,2022-05-18,"KCS"
"16291","Pulp & Paper Products","Q",780,364,2022,2022-05-18,"KCS"
"16292","Stone, Clay, Glass","R",13,263,2022,2022-05-18,"KCS"
"16293","Waste & Other Scrap","S",74,48,2022,2022-05-18,"KCS"
"16294","All Other","T",118,298,2022,2022-05-18,"KCS"
"16295","Containers","U",2618,9883,2022,2022-05-18,"KCS"
"16296","Trailers","V",116,99,2022,2022-05-18,"KCS"
"16297","Chemicals","A",1365,793,2022,2022-05-11,"KCS"
"16298","Coal","B",NA,2183,2022,2022-05-11,"KCS"
"16299","Coke","C",683,13,2022,2022-05-11,"KCS"
"16300","Crushed Stone, Sand & Gravel","D",465,91,2022,2022-05-11,"KCS"
"16301","Farm Products","E",NA,20,2022,2022-05-11,"KCS"
"16302","Food & Kindred Products","F",47,425,2022,2022-05-11,"KCS"
"16303","Grain Mill Products","G",156,379,2022,2022-05-11,"KCS"
"16304","Grain","H",438,1062,2022,2022-05-11,"KCS"
"16305","Iron & Steel Scrap","I",14,364,2022,2022-05-11,"KCS"
"16306","Lumber & Wood Products","J",197,35,2022,2022-05-11,"KCS"
"16307","Metallic Ores","K",128,7,2022,2022-05-11,"KCS"
"16308","Metal Products","L",251,260,2022,2022-05-11,"KCS"
"16309","Motor Vehicles & Equipment","M",24,544,2022,2022-05-11,"KCS"
"16310","Nonmetallic Minerals","N",6,10,2022,2022-05-11,"KCS"
"16311","Petroleum Products","O",646,1056,2022,2022-05-11,"KCS"
"16312","Primary Forest Products","P",4,NA,2022,2022-05-11,"KCS"
